행정동_코드,행정동_코드_명,총_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,2030_유동인구,2030_유동인구비율
11620765,미성동,5282040.25,757315.75,815889.5,1573205.25,0.2978404509507477
11620775,난곡동,5650253.5,707638.75,865881.75,1573520.5,0.278486708605198
11650510,서초1동,7560564.75,1131418.75,1362590.75,2494009.5,0.3298707943741901
11650520,서초2동,6891907.25,1129660.0,1632880.5,2762540.5,0.4008383165632416
11650530,서초3동,12117101.0,1885856.0,2380676.0,4266532.0,0.35210831369648565
11650531,서초4동,6425272.25,1213650.25,1165298.25,2378948.5,0.3702486692295412
11650540,잠원동,6638166.0,916717.75,1159517.25,2076235.0,0.3127723832154845
11650550,반포본동,500657.75,53627.75,72745.25,126373.0,0.2524139494494992
11650560,반포1동,6741513.0,1074481.0,1381146.25,2455627.25,0.36425461910404977
11650570,반포2동,1872603.25,180997.5,221984.5,402982.0,0.21519881480500475
11650580,반포3동,3298705.0,355807.0,392481.5,748288.5,0.22684310964454232
11650581,반포4동,5321048.0,437217.75,618299.5,1055517.25,0.19836642142675653
11650590,방배본동,4663751.75,478939.75,588400.25,1067340.0,0.22885866512942074
11650600,방배1동,4382246.75,597984.75,756377.5,1354362.25,0.3090565929451599
11650610,방배2동,4455618.75,645502.0,732241.25,1377743.25,0.3092147976080763
11650620,방배3동,3420072.5,443489.75,476902.75,920392.5,0.2691149091137688
11650621,방배4동,6369375.5,797800.5,967090.0,1764890.5,0.2770900381049916
11650651,양재1동,8531265.5,1036254.25,1641382.25,2677636.5,0.31386158360679317
11650652,양재2동,5673596.75,772317.0,1227512.75,1999829.75,0.35248006478430105
11650660,내곡동,1917116.0,144369.5,227236.0,371605.5,0.19383568860726216
11680510,신사동,6526451.25,1186985.5,1405286.25,2592271.75,0.39719468524337787
11680521,논현1동,9469499.0,2051206.5,2529994.25,4581200.75,0.4837849130138775
11680531,논현2동,11759136.0,1985677.25,2847590.0,4833267.25,0.41102231065275546
11680545,압구정동,7489979.0,1249266.0,1478968.5,2728234.5,0.3642512882879912
11680565,청담동,8993511.25,1323404.5,1795511.0,3118915.5,0.34679619709154197
11680580,삼성1동,4847406.0,707004.0,1066745.0,1773749.0,0.36591715239037126
11680590,삼성2동,8830301.0,1205310.75,1741489.0,2946799.75,0.3337145302294905
11680600,대치1동,4420531.25,314528.75,281272.0,595800.75,0.13478035021243204
11680610,대치2동,6504876.0,721875.5,924037.5,1645913.0,0.2530275750068103
11680630,대치4동,10354450.5,1355737.25,1594156.75,2949894.0,0.2848914097372912
11680640,역삼1동,20357168.25,4687960.75,5630352.5,10318313.25,0.5068638782803202
11680650,역삼2동,12143429.25,1736056.75,2175981.0,3912037.75,0.3221526365791607
11680655,도곡1동,8588972.25,909228.25,1329434.0,2238662.25,0.2606437865717869
11680656,도곡2동,3974313.5,372699.25,471810.75,844510.0,0.21249204422348664
11680660,개포1동,2151109.75,156254.0,232634.0,388888.0,0.18078482513502622
11680670,개포2동,2167365.0,189516.5,267778.0,457294.5,0.21099099597898832
11680690,개포4동,3373673.5,377457.25,547458.25,924915.5,0.2741567908097805
11680700,세곡동,3456072.0,330248.0,494476.5,824724.5,0.23863058987197025
11680720,일원본동,2411609.0,186059.25,251345.5,437404.75,0.181374654846619
11680730,일원1동,2484765.5,320805.75,419109.75,739915.5,0.29778081674105666
11680740,일원2동,1344456.75,117322.0,186650.25,303972.25,0.226092992578601
11680750,수서동,2240516.5,218357.75,344239.0,562596.75,0.2511013643505861
11710510,풍납1동,4368252.5,535637.75,692704.5,1228342.25,0.28119762994469755
11710520,풍납2동,5052167.0,575435.5,775463.25,1350898.75,0.26738996355425304
11710531,거여1동,3397951.5,370328.25,479591.75,849920.0,0.2501271722094915
11710532,거여2동,3634468.5,337740.5,544979.0,882719.5,0.24287443955010202
11710540,마천1동,2837669.5,277849.5,342728.75,620578.25,0.21869292741808022
11710550,마천2동,4772358.75,469440.75,595238.5,1064679.25,0.2230928783382012
11710561,방이1동,3434260.75,372574.5,440832.0,813406.5,0.23685053617434262
11710562,방이2동,6283369.5,1243506.25,1465749.25,2709255.5,0.4311787648331043
11710566,오륜동,754766.25,87907.25,95462.0,183369.25,0.24294839627500567
11710570,오금동,9703115.0,983332.25,1233922.25,2217254.5,0.2285095559518773
11710580,송파1동,5745404.75,1032967.0,1306759.75,2339726.75,0.4072344511498515
11710590,송파2동,2990354.75,324797.25,451134.5,775931.75,0.25947816057609885
11710600,석촌동,6634373.25,973292.0,1478932.75,2452224.75,0.36962417663190716
11710610,삼전동,6217630.0,897042.5,1330200.25,2227242.75,0.35821410247956215
11710620,가락본동,8601247.75,1039055.0,1598914.5,2637969.5,0.3066961418475593
11710631,가락1동,760413.25,68572.25,138552.5,207124.75,0.2723844567411207
11710632,가락2동,5850009.75,688092.75,884687.75,1572780.5,0.2688509194365018
11710641,문정1동,4239702.5,609062.75,845459.25,1454522.0,0.34307171316855367
11710642,문정2동,2811963.5,376975.0,616589.0,993564.0,0.3533346005380226
11710646,장지동,7479564.75,854316.0,1289841.5,2144157.5,0.28666875301801487
11710647,위례동,3311511.25,264598.5,479756.25,744354.75,0.22477796202564615
11710650,잠실본동,8013728.75,1274299.25,1592602.75,2866902.0,0.3577488194868088
11710670,잠실2동,2229702.75,220903.75,238284.75,459188.5,0.2059415767415634
11710680,잠실3동,3609731.5,407373.25,502555.5,909928.75,0.2520765741163851
11710690,잠실4동,2141928.5,243733.25,311837.25,555570.5,0.2593786393896902
11710710,잠실6동,2323983.5,336102.75,427786.0,763888.75,0.3286980092586716
11710720,잠실7동,692662.0,88850.5,107994.0,196844.5,0.2841855046184142
11740515,강일동,3549463.75,312893.75,464837.25,777731.0,0.2191122532241666
11740520,상일동,3427747.5,292123.0,484573.5,776696.5,0.22659093179996484
11740530,명일1동,4656749.5,443029.0,580002.25,1023031.25,0.21968784234582514
11740540,명일2동,2163064.75,200805.5,201718.0,402523.5,0.18608943629634758
11740550,고덕1동,3577851.5,250701.0,337341.25,588042.25,0.1643562484356883
11740560,고덕2동,2128055.25,182831.75,312443.25,495275.0,0.23273596867374566
11740570,암사1동,8585018.0,930292.75,1283242.75,2213535.5,0.25783702491945854
11740580,암사2동,2280351.5,266476.25,403748.5,670224.75,0.2939129121102602
11740590,암사3동,1598117.75,155182.25,216146.75,371329.0,0.23235396765976724
11740600,천호1동,10348070.0,1121775.5,1533414.25,2655189.75,0.2565879192931629
11740610,천호2동,10936913.5,1374640.5,1887269.0,3261909.5,0.2982477186090939
11740620,천호3동,7490891.25,1150430.5,1398383.5,2548814.0,0.34025510649350305
11740640,성내1동,5562216.0,628313.25,876544.0,1504857.25,0.27054994807824795
11740650,성내2동,8264630.5,1135634.25,1477855.5,2613489.75,0.3162258433695251
11740660,성내3동,6705176.25,885336.5,1092382.5,1977719.0,0.2949540662708158
11740685,길동,18248712.5,2210441.0,2924061.25,5134502.25,0.2813624385829959
11740690,둔촌1동,27847.75,2292.75,4030.25,6323.0,0.22705604582057795
11740700,둔촌2동,6701757.75,757890.0,996952.5,1754842.5,0.2618480950016434
