행정동_코드,행정동_코드_명,업종_코드,업종명,업종_라벨,당월_매출_금액,당월_매출_건수,총매출건수,2030_매출건수,피크타임_매출비중,시간대추천,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,집계_기간수,분기별_매출안정성,2030_매출비율,객단가,새벽_매출비중,오전_매출비중,점심_매출비중,오후_매출비중,저녁_매출비중,심야_매출비중
11110515,청운효자동,CS100010,커피-음료,커피-음료,4514599538.25,323265.75,310761.25,177318.75,0.3535937440418011,14~17,2119.0,77100.25,100218.5,52721.75,54847.75,23754.0,27424251.5,1144856730.0,1282195102.75,636485357.5,803793488.25,379773676.75,2084154.0,429738256.5,1475672382.5,1579168526.75,951440878.75,76495339.75,4,0.9248467562323414,0.5705947894082676,13965.598082228013,0.0004616475907424301,0.09518856608632445,0.32686672870923494,0.3497914960940556,0.21074756923375051,0.016943992285892093
11110530,사직동,CS100010,커피-음료,커피-음료,11812130816.5,1173946.75,1082823.5,595632.75,0.40268390017969424,11~14,8540.5,237850.75,357782.0,233018.75,167546.25,78085.25,67029564.25,2320236925.5,3286861638.5,2123185663.25,1549620903.25,861047259.0,51524314.75,1653231690.25,4751077230.5,3021344740.5,1942914523.5,392038317.0,4,0.8995616157094345,0.5500737193088255,10061.89660348734,0.004361983079126357,0.13996049619943693,0.4022201670729355,0.2557832102807037,0.16448467712413098,0.03318946624366654
11110540,삼청동,CS100010,커피-음료,커피-음료,7643236288.5,429458.75,408374.25,210372.5,0.3776020496302762,11~14,2665.5,90334.75,120037.75,80325.75,68771.5,46239.0,37428474.0,1303914127.0,1907632172.25,1475079583.75,1322002288.0,1013887268.25,787690.0,558840277.5,2811547136.25,2741610568.0,1475610356.5,54840260.25,4,0.813925698655327,0.5151463394178257,17797.37003495679,0.0001030571305488955,0.0731156615347389,0.3678477323120638,0.3586976072066518,0.1930609365983099,0.007175005217686723
11110550,부암동,CS100010,커피-음료,커피-음료,674051577.25,54539.5,53660.5,28982.25,0.41542533465198306,14~17,2404.25,20066.75,8915.5,6900.5,11680.75,3692.75,11902542.75,166507629.25,147647702.5,108829998.75,143721145.0,70648329.75,460731.25,42128940.5,203168694.25,280725286.75,118369315.0,29198609.5,4,0.8308978871792776,0.5401039871041082,12358.961436206786,0.0006835252160965105,0.06250106360091601,0.30141416637416524,0.4164744898236198,0.17560869078138486,0.04331806420381757
11110560,평창동,CS100010,커피-음료,커피-음료,305432835.0,31687.5,30557.0,6604.25,0.3659153310480675,11~14,869.25,3269.5,3334.75,10885.5,6834.5,5363.5,7241377.25,23079722.5,32085121.5,70674950.5,63220267.25,64814031.25,0.0,14031277.5,103830154.75,97459687.25,86458263.75,3653451.75,4,0.8856094243454368,0.2161288739077789,9638.906035502958,0.0,0.045938995065805545,0.3399443113246158,0.31908713170933306,0.2830680065880933,0.011961555312152343
11110570,무악동,CS100010,커피-음료,커피-음료,61179147.25,7714.0,7219.25,1606.5,0.36329099601791764,11~14,43.25,437.0,1169.5,1450.0,2106.25,2013.25,248883.25,2995222.75,8717716.5,10236228.0,15760389.25,14915459.5,0.0,9398148.0,21875215.0,19875014.25,9814760.25,216009.75,4,0.9354003437177014,0.2225300412092669,7930.923936997667,0.0,0.15361685185960156,0.3575599854409543,0.32486582672987485,0.1604265618462016,0.003530774123367664
11110580,교남동,CS100010,커피-음료,커피-음료,133047862.75,17619.5,16720.5,7859.75,0.40805414353312464,11~14,30.0,2900.0,4959.75,3423.75,2262.0,3145.0,128296.0,14877314.5,36217933.5,24096838.75,18354070.25,23401760.25,0.0,51328264.75,54181360.25,24460893.75,3028783.25,48560.75,4,0.8953914769898182,0.47006668460871387,7551.171301682794,0.0,0.38578796899914874,0.40723209775874436,0.18385033208660093,0.02276461408246109,0.00036498707304488437
11110600,가회동,CS100010,커피-음료,커피-음료,6092491763.5,520058.5,486036.75,277501.25,0.34796491364799387,14~17,4435.5,123995.5,153505.75,100183.5,70905.75,33010.75,47667694.5,1525791307.0,1643765419.75,1064843605.25,818368529.25,397572435.5,96884.5,800877405.25,2008529962.0,2121634786.5,1074645011.5,86707713.75,4,0.8797133351804175,0.5709470528720307,11715.01237553083,1.590227837162344e-05,0.13145317816398883,0.32967298766541864,0.3482376125989489,0.1763884225397197,0.014231896753552336
11110615,종로1?2?3?4가동,CS100010,커피-음료,커피-음료,23250251711.75,2405071.5,2183392.5,1071512.25,0.37527958473368217,11~14,11720.0,409841.0,661671.25,460755.25,376500.75,262904.25,118298545.25,3678821141.75,5279194862.25,4028129221.25,3443611836.25,2999168488.25,56584240.5,2866608775.75,8723400853.25,5742558241.75,4742691918.25,1118407682.25,4,0.929544497518653,0.4907556703616047,9667.1769266527,0.0024337044261505338,0.1232936662918492,0.3751959747103059,0.246989078352553,0.20398454077179654,0.04810303544734483
11110630,종로5?6가동,CS100010,커피-음료,커피-음료,2704380487.75,380126.5,338929.5,149009.25,0.4424915094036015,11~14,1106.25,50772.25,98237.0,72390.5,64728.75,51694.75,6439165.75,313685572.0,555416045.75,418098635.25,382407334.5,398735911.5,1952390.25,523969076.0,1196629165.25,600606675.5,351590953.0,29632227.75,4,0.9397734126540751,0.4396467406938611,7114.422403463058,0.0007219362285905104,0.19374828297032037,0.4424781093749037,0.22208660290982016,0.13000794621636907,0.010957122299996154
11110640,이화동,CS100010,커피-음료,커피-음료,4441114095.75,477810.75,458967.0,267934.0,0.3166637374101827,11~14,7348.75,125395.75,142538.25,81890.0,69549.75,32244.5,56695844.0,922833619.5,1045665595.25,833917972.25,640839153.0,403235721.25,4575627.0,435120231.0,1369505082.0,1268196814.25,1205511515.25,158204826.25,4,0.9329409301735302,0.5837761756291847,9294.713640808626,0.0010302880991908594,0.09797546778102273,0.30836971365148474,0.2855582601364875,0.2714434912635176,0.035622779068296584
11110650,혜화동,CS100010,커피-음료,커피-음료,4500333290.0,452630.0,444940.5,276846.25,0.318076652755795,14~17,13197.0,171652.5,105193.75,59622.0,67392.5,27882.75,128353212.0,1675931471.25,1006540541.25,575937592.75,627802151.75,262185284.25,12246816.75,200735781.25,1283362951.75,1418412460.0,1411812326.0,173762954.25,4,0.9514216081686763,0.6222095988115265,9942.631487086583,0.002721313280777033,0.04460464777043213,0.285170646050084,0.3151794252998537,0.31371283747742157,0.03861113012143152
11110670,창신1동,CS100010,커피-음료,커피-음료,611748268.5,86054.75,83378.75,32929.5,0.28309782586934545,11~14,819.25,13417.25,19512.25,17884.0,17019.5,14726.5,5686113.5,92558046.25,133404690.25,114533735.75,114656636.5,114001777.25,1889632.75,94845682.5,171626777.25,163484533.75,149243322.25,30658320.0,4,0.9779392075529825,0.3949387583766847,7108.826282105288,0.0030889057596082104,0.1550403775274437,0.2805513085812682,0.2672415144727132,0.24396198556629017,0.05011590809267652
11110680,창신2동,CS100010,커피-음료,커피-음료,129334856.25,22920.5,22455.0,9600.25,0.30006439483868763,14~17,202.25,4135.0,5465.25,3888.25,4678.0,4086.25,1173698.25,23607573.75,28832503.5,19964958.75,23452291.25,23722957.0,32498.75,19462850.5,36560106.0,38629453.75,31828226.25,2821721.0,4,0.9070360983750542,0.4275328434647072,5642.758938504832,0.00025127603603765554,0.1504841855035502,0.2826779033900229,0.2986778264579391,0.2460916351001086,0.021817173512341536
11110690,창신3동,CS100010,커피-음료,커피-음료,44330552.5,5169.0,5069.0,1923.25,0.36542174303787883,11~14,19.75,686.5,1236.75,1789.5,909.0,427.5,169825.25,4557440.25,8127838.75,12673213.0,8908334.0,4420436.0,0.0,8473269.25,16224385.25,12841429.5,6791468.5,0.0,4,0.9432246589500642,0.3794140856184652,8576.233797639776,0.0,0.19113836332177453,0.3659865337793839,0.28967447450604183,0.15320062839279974,0.0
11110700,숭인1동,CS100010,커피-음료,커피-음료,36504401.25,4464.5,4294.75,1548.0,0.35781585239297076,14~17,58.5,341.0,1207.0,1439.75,747.5,501.0,352682.0,2127214.0,6974140.5,10676837.5,5280956.25,4492305.25,0.0,5422758.0,11352095.25,12540766.5,7016834.25,171947.25,4,0.9349189864107235,0.3604400721811514,8176.593403516631,0.0,0.14855079974774274,0.31097880971270553,0.3435412188824765,0.19221885607560815,0.0047103155814670426
11110710,숭인2동,CS100010,커피-음료,커피-음료,378468396.75,71827.5,69635.0,31413.25,0.3606502372961552,11~14,575.75,14287.0,17126.25,12105.5,14117.5,11423.0,2776133.5,69327417.75,87450210.25,66161456.25,74332565.0,57641705.25,5851.5,67235385.75,136195075.0,104021020.75,68607741.5,2403322.25,4,0.9222524596032838,0.4511129460759675,5269.1294664299885,1.546100031138201e-05,0.1776512552365444,0.3598585143952313,0.274847309955742,0.18127733276847244,0.006350126643698421
11140520,소공동,CS100010,커피-음료,커피-음료,19421033610.25,1991456.75,1840948.25,922030.5,0.47861642177628294,11~14,5040.0,268154.5,653876.0,530451.0,298116.0,85310.75,26138804.0,1358899054.5,4501388294.25,5448299343.5,3603580578.0,1650457603.0,7114182.25,4203830947.75,9277035376.5,4298219421.75,1376896766.75,257936915.25,4,0.780003462508268,0.5008454202881586,9752.174437255542,0.0003663132659553861,0.21645763207635402,0.47767979617746925,0.22131774796381037,0.07089719292918086,0.01328131758723009
11140540,회현동,CS100010,커피-음료,커피-음료,9217725306.75,1218621.5,1099908.75,481012.25,0.489115714210342,11~14,2061.5,117787.75,363224.5,304341.5,196727.5,115766.0,12197372.75,675846932.75,2176967442.5,1873439730.0,1278665719.25,963329865.0,4110083.0,2029989211.0,4511425061.75,1878203101.5,686640430.25,107357419.25,4,0.9156342489958503,0.43732014132990576,7564.059313535827,0.00044588907384669497,0.2202266983930916,0.48942932357144037,0.20375993414824592,0.07449130966695044,0.011646845146424986
11140550,명동,CS100010,커피-음료,커피-음료,22129618886.25,2453056.25,2185700.75,1089211.0,0.42001321811235437,11~14,15140.75,393363.0,695848.0,555849.25,356832.25,168667.5,138057838.25,3207007282.25,5280049165.75,4375629172.25,2877622449.25,1629890928.0,2934644.0,4032465831.25,9299696454.0,4805330586.5,3344790007.5,644401363.0,4,0.9514857397207479,0.49833491615903963,9021.243963015524,0.00013261159241307176,0.18222030175836101,0.4202375333168646,0.21714475116811616,0.15114539589193962,0.029119406272305567
11140570,필동,CS100010,커피-음료,커피-음료,3986568929.25,588464.75,538842.25,305082.75,0.47253186238872746,11~14,8905.25,164239.25,140843.5,91450.25,89740.75,43663.25,45491652.75,902949267.75,890805246.75,584073762.25,570449211.75,329183596.0,13696639.0,665432466.0,1882505816.25,834018965.25,528754710.0,62160332.75,4,0.8975792855007024,0.5661819391482387,6774.524607038909,0.003435696019076929,0.16691859034911732,0.4722120323664287,0.20920721052398947,0.13263403176612715,0.015592438975260445
11140580,장충동,CS100010,커피-음료,커피-음료,1459514889.75,71632.0,67080.0,37710.25,0.43682083775165126,11~14,838.0,16718.75,20991.5,13098.0,9315.0,6118.75,5389642.5,108683934.0,145690021.0,99613334.0,70161255.75,65844856.75,4282.0,78031567.25,257801726.5,166650212.75,600070105.5,356956995.75,4,0.9373260949427425,0.5621683064997018,20375.179944019434,2.9338515352409064e-06,0.05346404329137472,0.17663521510504002,0.11418192025334217,0.4111435311240887,0.24457235637461916
11140590,광희동,CS100010,커피-음료,커피-음료,3230979688.0,436937.0,410001.75,217823.75,0.34450043300587513,11~14,3558.0,85488.0,132335.75,78652.0,65269.5,44698.5,35242314.25,653514680.25,854387215.25,576973704.0,453487232.5,332665169.5,46720736.0,445498043.75,1107830683.75,854440748.5,636554102.25,139935373.75,4,0.9413579178202267,0.5312751713864636,7394.612239293079,0.014460238228523336,0.13788326971060796,0.3428776379698491,0.2644525286474039,0.19701581678590857,0.043310508657707164
11140605,을지로동,CS100010,커피-음료,커피-음료,5384733905.75,647028.5,596776.25,286605.25,0.3858957818459581,11~14,2982.0,110109.25,176496.0,144162.0,114332.5,48694.5,29040654.0,1087199754.5,1405475249.5,962121248.25,717472443.5,358658681.5,3321022.5,824311223.25,2076706981.0,1025154325.5,1140317585.0,314922768.5,4,0.9543797483905279,0.4802557910104499,8322.251501672647,0.0006167477461520802,0.15308300051183082,0.3856656647011698,0.19038161280454466,0.21176860453258992,0.05848436970371273
11140615,신당동,CS100010,커피-음료,커피-음료,1016539222.75,224482.25,217082.75,122143.25,0.24870035064125848,11~14,3776.75,51262.75,70880.5,42988.75,35049.0,13125.0,14656874.75,204991508.5,321077788.5,191472191.5,152676846.25,63884868.0,93946935.75,192485958.25,252793124.75,137029138.0,198703013.25,141581052.75,4,0.9013622763665347,0.5626575580049543,4528.372389130989,0.09241840712830478,0.18935418716975425,0.24868014838240043,0.13479965645526293,0.19547008989230857,0.13927751097196903
11140625,다산동,CS100010,커피-음료,커피-음료,284281403.5,36023.0,33521.25,16029.0,0.33837715568916865,11~14,234.0,5928.75,10100.25,6314.75,6612.25,4331.25,1420148.75,36860292.25,71198410.75,48133312.5,55624122.75,45401680.25,0.0,34921085.25,96048803.5,73470483.25,72528456.75,7312574.75,4,0.931318036517775,0.47817429242644593,7891.66375648891,0.0,0.12283985100699701,0.3378652360564978,0.25844280471902203,0.2551290934160595,0.02572301480142369
11140635,약수동,CS100010,커피-음료,커피-음료,373509409.0,45798.0,44720.5,22381.0,0.3925666240100118,11~14,529.0,8875.25,13505.75,7700.75,7699.75,6410.0,3188341.25,69393992.75,110156671.75,56423351.25,61609658.75,58772388.25,507654.0,39534912.75,146471520.0,91676681.5,76014714.25,19303926.5,4,0.9318304032660905,0.5004639930233338,8155.5834097558845,0.0013591464840447967,0.10584716689158424,0.39214947862263894,0.24544677936078446,0.20351485777430575,0.05168257086664181
11140645,청구동,CS100010,커피-음료,커피-음료,301501209.75,34531.0,33425.0,17859.25,0.3555757050789208,11~14,248.75,6339.5,11519.75,6578.5,5968.75,2769.75,1197584.25,53102281.75,100967786.5,57638440.75,52505086.0,24768522.0,0.0,28428149.75,106843488.5,91344404.75,69893881.25,4991285.5,4,0.9386796464770818,0.5343081525804039,8731.319966117402,0.0,0.09428867556973376,0.3543716742914329,0.30296530095431895,0.2318195714967608,0.01655477768775354
11140650,신당5동,CS100010,커피-음료,커피-음료,88095588.75,11256.0,10980.0,6072.5,0.29933403268040387,17~21,63.75,3125.0,2947.5,1560.25,1395.75,1887.75,478795.25,20169622.75,20607457.0,11249510.5,12557108.5,15643099.75,43964.25,11937191.0,23205089.5,23806027.75,24811639.75,4291676.5,4,0.957354148516478,0.5530510018214936,7826.5448427505335,0.0004990516622207148,0.1355027098334705,0.2634080755831262,0.2702295096472694,0.2816445193460382,0.04871613392787502
11140665,동화동,CS100010,커피-음료,커피-음료,173771097.5,19470.0,19026.75,9586.75,0.3106562078655478,11~14,105.5,3826.75,5760.0,2747.75,4311.75,2275.0,758760.0,36539694.5,47768133.75,19485423.25,34686498.5,28744316.25,1108989.5,18733363.0,53205412.5,51946616.75,45740191.75,3036524.0,4,0.9122043691231393,0.5038564126821449,8925.069209039548,0.006381898462717599,0.10780482640388457,0.30618102357326715,0.2989370355447056,0.26322094069757485,0.017474275317850254
11140670,황학동,CS100010,커피-음료,커피-음료,898604279.75,152080.75,144992.0,65546.5,0.3280835831487785,11~14,564.25,21280.75,44265.75,36177.25,27514.5,15189.5,2891728.5,105115507.75,233165139.25,197345620.0,171650469.5,106831581.25,107633.5,173818936.75,293945245.0,212351630.5,190108493.25,28272340.75,4,0.8792324325736129,0.4520697693665857,5908.731248037638,0.00011977853035592556,0.19343212654001385,0.3271131148872096,0.236312729958373,0.21155974607965358,0.03146250400439404
11140680,중림동,CS100010,커피-음료,커피-음료,791348400.75,94835.75,87296.5,45697.25,0.5206364791307431,11~14,238.5,15003.75,30693.5,18994.5,15039.25,7327.0,1920422.5,97036212.5,214616140.25,149918818.25,124520766.5,69805763.25,58682.5,126700753.25,411860413.5,144123673.5,99069620.0,9535258.0,4,0.9333511464335421,0.523471731398166,8344.410211866305,7.415507498894758e-05,0.16010742313994625,0.5204539658002209,0.18212417357943336,0.12519090189113521,0.012049380514275336
11170510,후암동,CS100010,커피-음료,커피-음료,911425197.75,103483.0,93906.75,50153.25,0.5019492267803534,11~14,696.0,15767.75,34385.5,18590.5,16310.75,8156.25,3968953.5,139593638.5,276716913.25,157928398.75,126497518.0,63408948.5,0.0,95615496.25,457584197.5,217894504.5,127918362.75,12412636.75,4,0.9185671631730311,0.534075026555599,8807.48719838041,0.0,0.10490767260554379,0.5020534857162391,0.2390700904889482,0.14034982033170368,0.013618930857565267
11170520,용산2가동,CS100010,커피-음료,커피-음료,1184116173.5,78021.25,77450.0,53958.25,0.3643481808235077,17~21,1147.75,27819.0,26139.25,9839.0,8390.0,4115.0,18893547.0,466866260.75,388903970.75,133839356.75,110073882.5,45822358.25,27789808.25,27776145.25,211320233.0,359549098.75,430360140.5,127320747.75,4,0.909691215385327,0.6966849580374435,15176.84186679911,0.023468819083738324,0.023457280519950604,0.17846241587544703,0.30364343195080934,0.3634441874296382,0.10752386514041648
11170530,남영동,CS100010,커피-음료,커피-음료,4198799486.0,374492.5,326110.25,198618.75,0.34678608056077564,11~14,2720.75,83241.0,115377.75,62033.5,44565.75,18171.5,24802480.25,853324775.75,1080753836.0,672550765.75,425822916.75,170631344.75,45125288.75,535552983.5,1456014295.5,861053299.0,914881371.75,386172247.5,4,0.9320869359900513,0.6090539932430826,11211.972164996629,0.010747188309530054,0.12754907332100213,0.3467691897064312,0.20507130713695623,0.21789117932410837,0.09197206220197199
11170555,청파동,CS100010,커피-음료,커피-음료,2320625079.75,366664.25,357278.75,234183.5,0.3577067783018313,11~14,19068.25,166139.0,68044.5,47787.75,41520.5,14718.75,86316368.5,814832141.25,477196649.75,353460460.5,274300713.75,123871512.5,11759811.25,363324068.0,832807603.75,581800787.0,469968588.0,60964221.75,4,0.8402326324671631,0.6554643957973991,6329.019204217482,0.0050675188131927285,0.1565630188048906,0.3588721034764125,0.250708652628488,0.20251810260131703,0.026270603675699156
11170560,원효로1동,CS100010,커피-음료,커피-음료,1023277283.25,156204.75,144161.75,81715.75,0.4296664151768147,11~14,916.0,29203.0,52512.75,27636.0,24631.75,9262.25,5957459.5,185272509.25,311991704.0,167499555.25,161407094.75,53117755.5,872395.5,189156457.5,438875930.75,230924973.75,145734129.5,17713396.25,4,0.9291211463878402,0.5668337821925719,6550.8717452574265,0.0008525504418794591,0.18485356862338026,0.4288924790317825,0.22567194398820833,0.1424190020491203,0.017310455865629126
11170570,원효로2동,CS100010,커피-음료,커피-음료,351412051.5,54474.0,48289.25,22542.25,0.4154224590447788,11~14,396.5,7608.75,14933.5,10095.25,9319.25,5936.0,2140210.0,39774341.75,85532908.25,61553170.75,57069803.0,41018406.25,105533.5,79631656.0,146174780.0,76013331.5,45842581.75,3644168.75,4,0.83159282333073,0.46681714874428576,6451.005094173367,0.0003003126943129325,0.22660479531106803,0.41596404954256383,0.2163082659673668,0.1304525031350554,0.010370073349632974
11170580,효창동,CS100010,커피-음료,커피-음료,406392125.5,54415.5,52507.25,29904.5,0.3035888010354362,11~14,467.25,12059.25,17845.25,11093.5,7067.75,3974.25,2395395.25,89072699.0,139069332.5,71376592.5,49766902.25,28287706.75,110421.0,92870657.5,121718156.5,114768705.25,74907827.5,2016357.75,4,0.9073014538230953,0.5695308743078337,7468.315562661374,0.00027171048126029695,0.2285247465996976,0.2995091412025896,0.2824087821800081,0.18432401318760297,0.00496160634884152
11170590,용문동,CS100010,커피-음료,커피-음료,157553574.5,24765.5,23336.25,9736.25,0.3329837239125881,11~14,89.25,3338.5,6397.75,4356.0,4564.25,4590.5,492328.25,20729877.75,41413581.0,25518282.25,26676987.25,29591051.5,147683.25,23765713.5,53497077.75,40405984.0,34563427.5,5173688.5,4,0.7693549407603517,0.4172157051797097,6361.816821788375,0.0009373525828828466,0.15084210926614045,0.3395484864102528,0.2564586943090904,0.21937571146632412,0.03283764596530941
11170625,한강로동,CS100010,커피-음료,커피-음료,5489213956.25,593706.0,488239.75,280074.75,0.4322020469788785,11~14,4420.75,100850.25,179224.5,104952.75,64511.5,34280.0,34415090.5,855009307.25,1429750851.5,830745028.75,532131135.0,303833676.0,8463671.75,887515433.25,2373527768.5,1308635740.25,781368272.25,129703070.25,4,0.939376190023852,0.5736418429675175,9245.677079648849,0.0015418731748219237,0.16168351977599232,0.43239847953048166,0.23840129947202948,0.14234611339212544,0.023628714654549132
11170630,이촌1동,CS100010,커피-음료,커피-음료,587352100.5,111133.25,109688.0,40331.5,0.35073534939868084,11~14,2999.0,13060.5,27271.0,26087.75,22952.5,17317.25,13415365.75,77801046.0,161975999.0,128687022.75,108370385.0,75591123.75,0.0,100928840.25,204310121.25,192556088.0,89524033.5,33017.5,4,0.869830876079531,0.3676929108015462,5285.11584516785,0.0,0.1718370295502161,0.34784947747028616,0.3278375744908058,0.15241970433712615,5.621415156580341e-05
11170640,이촌2동,CS100010,커피-음료,커피-음료,54325202.0,5368.0,5134.5,1939.25,0.41680838524421404,14~17,11.5,647.0,1292.25,1136.5,1233.5,813.75,66696.5,4600498.5,11834639.75,10281052.75,14148342.25,8652230.0,120094.5,8126033.25,19264968.0,21144558.0,5512592.5,156955.75,4,0.7928338804855034,0.377690135358847,10120.194113263786,0.0022106590602277007,0.14958127997388762,0.35462303481172514,0.38922189373543425,0.10147394389808251,0.0028891885206427763
11170650,이태원1동,CS100010,커피-음료,커피-음료,2945735247.75,272777.75,251362.25,155929.25,0.3503637477695878,11~14,2005.75,61296.25,94633.0,47044.25,32449.0,13934.0,23983749.25,634209544.0,983919924.0,486727061.25,341541695.25,148063607.0,86199638.5,225014792.75,1032424264.0,825799313.25,636351196.5,139946042.75,4,0.933625331791355,0.6203367848593017,10799.030521184372,0.029262520644324934,0.07638663146047152,0.3504810097202667,0.2803372481898225,0.2160245721288277,0.04750801785628666
11170660,이태원2동,CS100010,커피-음료,커피-음료,1037861952.5,68584.75,65647.25,40125.0,0.38005722321363883,11~14,414.25,16297.25,23827.75,12430.0,8791.75,3886.25,5696885.5,256428857.25,353840428.25,181519255.75,122212000.0,51278740.75,1684135.75,113392587.0,391674239.5,309564221.0,201873076.5,19673692.75,4,0.8855975425383976,0.6112213382891134,15132.546994776536,0.0016226972632952359,0.10925594365113794,0.3773856807801228,0.2982710949701184,0.19450860108488272,0.01895598225044289
11170685,한남동,CS100010,커피-음료,커피-음료,3234099891.25,278973.75,261402.25,154741.25,0.31389683721336176,11~14,1494.0,67395.75,87345.5,44965.0,37360.25,22841.75,15087620.5,758415333.0,1030323891.5,476278049.0,404691487.0,215655442.75,9560096.0,389085257.25,965492785.0,994915755.75,756887627.75,118158369.5,4,0.9187422455157107,0.5919660217155743,11592.846607431702,0.0029560299067648657,0.12030712418706897,0.2985352393140927,0.30763297028696873,0.23403347243472378,0.036535163870380964
11170690,서빙고동,CS100010,커피-음료,커피-음료,18753989.0,2037.25,1947.5,736.25,0.4159250411701271,11~14,5.5,218.75,517.5,512.25,404.75,288.75,44114.25,1722183.0,4723400.75,4388865.25,3659564.5,3102513.5,17827.5,1691458.0,7357048.0,5944632.75,2898689.5,844333.25,4,0.7177718190460753,0.3780487804878049,9205.541293410235,0.0009505977634944757,0.09019190530611915,0.39229243442555073,0.31697964363741493,0.15456389038086776,0.045021528486552914
11170700,보광동,CS100010,커피-음료,커피-음료,153279394.75,21650.5,20980.75,11345.25,0.3746704898837643,11~14,133.75,4483.25,6862.0,3550.25,3329.0,2622.5,676260.75,30254165.5,49474587.25,25579217.0,21896740.5,16975726.75,235458.75,15709983.0,57286199.0,47594318.5,32268387.0,185048.5,4,0.9389210429341279,0.5407456835432479,7079.716161289578,0.0015361409169447416,0.10249246498932955,0.3737371164169475,0.31050695742651346,0.2105200575239093,0.0012072627263554614
11200520,왕십리2동,CS100010,커피-음료,커피-음료,109441873.0,14552.75,14156.0,8219.5,0.33715968212168845,11~14,182.75,3677.0,4542.5,2706.75,1531.25,1515.75,1038494.0,24294270.75,33651370.0,19695607.75,11669044.25,12793815.25,0.0,12866194.5,35594246.5,35643365.25,22123320.75,3214746.0,4,0.8601007006351993,0.5806371856456626,7520.356839772551,0.0,0.11756189973101064,0.3252342592857489,0.3256830705921855,0.20214676653057648,0.02937400386047852
11200535,왕십리도선동,CS100010,커피-음료,커피-음료,600282651.75,88134.5,84248.25,47751.75,0.32606675749949543,11~14,954.25,19168.75,28583.0,13218.25,14017.0,8307.0,5160665.5,112511026.25,172155528.5,87983898.5,98262656.0,67636269.0,7502058.25,70087939.75,195415017.25,137277182.75,151197851.0,38802602.75,4,0.948362225874245,0.5667981234031567,6810.983800327908,0.012497542996002467,0.1167582297200712,0.3255383387814189,0.22868757301214143,0.2518777621828882,0.06464055330747778
11200540,마장동,CS100010,커피-음료,커피-음료,640162075.5,63748.0,60684.75,30698.25,0.340795295371843,11~14,358.75,11909.0,18789.25,11696.0,10640.5,7291.25,2524436.0,95126285.5,160292256.25,116054926.0,112645934.75,81605051.75,189432.5,93864479.25,215641594.25,189181788.5,136055144.75,5229636.25,4,0.9159115806500998,0.5058643234090937,10042.073092489176,0.00029591334327645595,0.14662611679501156,0.3368546849351747,0.2955217057371591,0.21253234135079593,0.008169237838582333
11200550,사근동,CS100010,커피-음료,커피-음료,1763559680.75,271324.75,265928.5,195562.75,0.35861794533288927,11~14,16134.25,146715.0,48847.75,20129.75,26543.0,7558.75,85867285.5,829561626.5,307341735.5,136412682.5,173674567.0,50852823.5,494344.25,227830316.5,634674815.75,479656294.0,364313971.5,56589938.75,4,0.8223847861155331,0.7353959804985175,6499.811317434182,0.00028031047397827056,0.12918775530358528,0.359882811269584,0.2719818893772926,0.20657875969644868,0.032088473879111165
11200560,행당1동,CS100010,커피-음료,커피-음료,888977430.25,108786.5,105448.25,52252.75,0.3394801314337361,11~14,2771.0,24553.25,27699.5,19158.0,19985.0,11281.5,13222515.0,194925832.5,222773549.0,139379515.75,153058243.75,95365729.5,0.0,94393513.0,301842563.5,222236724.75,243373140.25,27131488.75,4,0.9322401984052772,0.49552979779180784,8171.762399286677,0.0,0.10618212542635022,0.3395390627803849,0.2499914139411865,0.27376751306448593,0.030519884787592447
11200570,행당2동,CS100010,커피-음료,커피-음료,8074604.0,1269.0,1218.5,172.5,0.5055286144758802,11~14,7.75,69.0,103.5,147.25,379.0,512.0,25181.25,298055.5,456494.0,687365.5,2165515.25,3495280.5,0.0,797295.5,4099151.0,2242469.0,764227.5,171461.0,4,0.8890773033612371,0.14156750102585144,6362.966115051221,0.0,0.09874112711905128,0.5076596945187652,0.2777187587155977,0.09464581792494096,0.0212346017216448
11200580,응봉동,CS100010,커피-음료,커피-음료,104528433.75,11865.75,11378.5,3804.25,0.3119676493279727,14~17,45.0,1046.0,2758.25,2597.75,2820.5,2111.0,360497.5,7985948.5,24055292.0,23112584.0,23017826.75,20855710.75,0.0,19827343.25,29684536.75,32332604.25,21567822.25,1116127.25,4,0.8882880036930215,0.3343366876126027,8809.256368118324,0.0,0.1896837304328211,0.2839852821386028,0.3093187479239351,0.20633450130500974,0.010677738199631255
11200590,금호1가동,CS100010,커피-음료,커피-음료,56176097.25,6210.5,5828.0,2796.5,0.43056850667685603,14~17,52.5,728.0,2068.5,1202.25,819.0,957.75,361965.25,6333422.75,18673524.0,10508837.75,7036504.75,7011929.0,0.0,7596154.75,16957492.5,23859155.25,7215832.25,547462.5,4,0.773285147636538,0.4798387096774194,9045.342122212382,0.0,0.1352204072880837,0.30186312916210994,0.42472076947282056,0.12845022355126318,0.009745470525722576
