행정동_코드,행정동_코드_명,당월_매출_금액,당월_매출_건수,총매출건수,2030_매출건수,피크타임_매출비중,시간대추천,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,2030_매출비율,객단가,새벽_매출비중,오전_매출비중,점심_매출비중,오후_매출비중,저녁_매출비중,심야_매출비중,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,2030_유동인구,2030_유동인구비율,새벽_유동인구비중,오전_유동인구비중,점심_유동인구비중,오후_유동인구비중,저녁_유동인구비중,심야_유동인구비중,업종명,월_유동인구추정,카페전환효율,2030_카페전환효율
11230710,회기동,12472565636,1620001,1563524,917372,0.36789462997203254,11~14,48143,625455,291917,220646,283608,93755,315625641,4415274563,2130716057,1545328721,1929147391,659966259,52265548,1255793689,4566271993,3028216131,2973025831,596992444,0.5867335582952357,7699.10983758652,0.004190440806271977,0.10068447227692745,0.36610526865621057,0.24279015395674122,0.23836521833317534,0.04786444597067342,4533961.25,613013.25,1901423.5,509976.0,447887.25,407293.0,654367.75,1093153.5,947464.25,585566.25,553184.25,768597.75,585996.0,2411399.5,0.5318526928301384,0.24110340598962993,0.2089705221896195,0.1291511368783754,0.12200903790256258,0.16952014091430534,0.12924592154377146,커피-음료,136018837.5,0.011910122375512876,0.012681045453756902
11230720,휘경1동,2162866751,473506,470509,283621,0.2666293110945209,11~14,8694,173911,109710,59196,83080,35918,40798161,779319100,489662356,273518299,371024342,172757126,200342,357470306,547165953,534237609,556048324,167744217,0.6027961207968392,4567.770526667033,9.262799010034807e-05,0.16527615759719078,0.2529818134875938,0.24700440226056256,0.25708857179616423,0.07755642686838825,5815782.75,638035.5,1809647.75,887646.0,694452.0,724933.0,1061068.0,1577022.0,1265070.0,644971.25,633781.5,935515.5,759422.0,2697293.75,0.4637886018008496,0.27116246733941357,0.21752359989719355,0.11090016214928249,0.10897613051312827,0.16085805474766057,0.13057949938037144,커피-음료,174473482.5,0.0027139138464780744,0.003505006947550052
11230730,휘경2동,802105859,76042,72614,36291,0.4524380487952355,11~14,834,17164,19127,14682,12509,8298,6282024,144259272,177404744,145646110,147315543,94684145,435691,81504002,361379374,199722856,152018291,7045645,0.49977965681549014,10548.19519476079,0.0005431839140823431,0.10161252543599734,0.45053825495120836,0.2489981263183866,0.18952397528865325,0.008783934091672057,4325199.25,573086.75,1354870.75,539700.25,527225.25,516248.25,814069.0,1259551.25,943973.0,469189.75,447779.25,632718.0,571989.0,1894571.0,0.43803091845999925,0.2912123065775525,0.21824959855895656,0.10847818166989648,0.10352800509710622,0.14628643986748124,0.13224569943222847,커피-음료,129755977.5,0.0005860385121756722,0.000638508665022319
11230740,이문1동,10832210939,1852032,1841412,1132170,0.30912266942937067,11~14,40865,816282,315888,225281,344207,98889,250758663,4444116481,1900834948,1373933922,1982404449,567522846,171469297,1469346928,3347702246,2478639855,2612839565,752213048,0.6148379613036083,5848.824933370482,0.01582957514080958,0.1356460778205309,0.30905068825303456,0.2288212322450232,0.24121018134837116,0.06944224519223055,10193823.0,1368638.25,3653644.5,1372258.5,1148160.75,1176243.75,1474877.25,2784324.0,2166970.25,1199062.0,1147472.0,1577240.25,1318754.5,5025903.0,0.4930341639245649,0.2731383505481702,0.21257679773329397,0.11762633116152792,0.11256542319795036,0.1547250967571244,0.12936800060193315,커피-음료,305814690.0,0.006056059635330141,0.007508899395790169
11230750,이문2동,97523086,6728,5886,3173,0.4590257249549137,11~14,36,570,2603,1336,826,515,457508,3958994,20797060,16662901,8253111,7275179,0,14482925,44535963,25128476,12853326,522396,0.5390757730207272,14495.10790725327,0.0,0.14850765694596663,0.4566709773724757,0.25766694872637647,0.13179777760519187,0.005356639349989397,3384946.75,503673.25,563815.75,409565.0,536985.5,523522.25,847385.75,1025637.5,710932.25,333291.0,332185.0,513612.0,469289.5,973380.75,0.2875616137831415,0.3029995966701692,0.21002760235445359,0.09846270107498736,0.0981359603367468,0.1517341447099574,0.1386401425664968,커피-음료,101548402.5,6.625411955643517e-05,0.00010865909015220064
11260520,면목2동,815995831,106208,104064,41798,0.35283680718159305,11~14,1039,13873,27925,24568,21446,15213,7140367,96341052,193070262,172217710,165532187,152340380,0,149466651,287557093,207279148,153219143,18473796,0.4016566728167282,7682.997806191624,0.0,0.18317085127362617,0.35240019872111333,0.25401986153039546,0.18776951692538732,0.022639571549477683,5440290.75,741352.25,676880.75,831432.5,840806.75,952560.0,1397257.0,1572751.0,1114046.0,586756.25,584399.25,850016.0,732323.0,1508313.25,0.2772486470507114,0.28909318863150835,0.20477692299809527,0.10785384034851446,0.10742059144541126,0.15624459042009842,0.13461100401665113,커피-음료,163208722.5,0.0006507495333161499,0.0009237250065042302
11260540,면목4동,1023507888,184709,178422,80121,0.2968391595418174,11~14,1479,27726,52395,43788,33510,19524,7653760,150832838,268029713,231889237,189022607,135841126,0,158978763,299763973,283769762,249007952,31987438,0.44905336785822375,5541.191214288421,0.0,0.15532734516648883,0.2928790061264286,0.2772521495212942,0.2432887473750471,0.031252751810741296,4657417.0,665600.75,536288.25,687016.5,789776.75,754739.75,1223995.25,1296965.75,960502.25,511559.75,513355.0,741308.5,633725.25,1223304.75,0.2626573377475111,0.27847318588822945,0.206230674642189,0.10983765250137577,0.11022311294006958,0.15916730239100343,0.13606796428148907,커피-음료,139722510.0,0.0013219702394410178,0.002183184525360504
11260565,면목본동,1447447584,267679,266338,118819,0.2921682734174006,14~17,2863,47391,71428,49079,51472,44105,13249983,233826160,364999121,252072568,297683632,271848227,2403754,180992962,404900635,420865933,369258640,69025660,0.4461210942486615,5407.400595489374,0.0016606846607579815,0.12504284369305355,0.27973422974050854,0.2907641959903952,0.2551101981735043,0.04768784774178047,9810360.5,1046119.0,1421243.5,1650209.25,1446436.75,1737412.0,2508939.5,2920185.75,2004470.0,1013575.75,1008803.75,1522689.0,1340635.5,3071452.75,0.31308255695598547,0.29766344977842557,0.20432174740163728,0.10331687097533265,0.10283044644485796,0.15521233903687842,0.13665506991307813,커피-음료,294310815.0,0.0009095112593806653,0.001289498376080613
11260570,면목7동,2399323065,414970,414611,195972,0.27928339058589235,14~17,5782,70950,125022,84112,68416,60329,30172204,366094088,631335666,477775729,431147479,451372751,9705805,340732216,642760811,663181440,619455436,123487357,0.47266473875512227,5781.919331517941,0.004045226398054903,0.1420118119858111,0.2678925653557204,0.2764035613520016,0.2581792527385219,0.05146758216989007,6114124.0,754760.75,717173.5,942499.25,946961.0,1016571.75,1736158.5,1732969.75,1240878.25,645945.5,661655.5,1000945.5,831729.25,1659672.75,0.2714489843516422,0.2834371285240535,0.20295274515204467,0.1056480862998526,0.1082175467818448,0.16371036962940236,0.1360340827238702,커피-음료,183423720.0,0.002262357343968381,0.003935956651695342
11260575,면목3?8동,3690105484,636423,634025,301865,0.30447976565631857,11~14,18023,154160,147705,111033,120453,82651,95408734,767192905,822772537,664108454,718662086,528097580,5308500,544951384,1078654523,857652202,990184778,213354097,0.476108986238713,5798.196300259418,0.001438576762376368,0.14767908027639462,0.29230994281246403,0.2324194269564138,0.26833508751805646,0.057817885674294724,6242805.75,709333.5,957841.5,968314.25,953265.0,1026805.5,1627245.5,1659119.25,1244991.5,719521.0,721848.5,1051453.25,845872.5,1926155.75,0.3085400743087353,0.2657649967724849,0.19942819780993506,0.11525602890975745,0.11562885806594254,0.16842639225159298,0.13549556623638337,커피-음료,187284172.5,0.0033981675627180936,0.005223963153896909
11260580,상봉1동,2952313940,425579,425415,216367,0.3152511425002318,14~17,6494,80051,136316,93483,63252,45819,43192830,546777400,908123919,612548256,474110129,364570719,103009,231562086,808367919,937709855,851193511,123377560,0.508602188451277,6937.170161121672,3.489093710677666e-05,0.07843409972856748,0.27380825190968683,0.31761861172528283,0.2883140236095623,0.04179012208979374,4635460.5,768675.5,548529.5,763148.75,698338.75,696798.0,1159968.75,1259804.0,976926.5,525294.75,515703.75,746919.0,610813.75,1311678.25,0.28296611523278,0.2717753716162612,0.21075069024965265,0.11332094189994715,0.1112518918023355,0.16113156395141323,0.13176981014076164,커피-음료,139063815.0,0.00306031443190308,0.005498477491208941
11260590,상봉2동,4338476676,756667,752689,430117,0.29348228150918454,17~21,8251,168131,261986,118354,107676,88291,46261667,915721704,1323693209,668114025,668924286,670903184,31036483,537925243,1022564346,1079108975,1273168402,394673227,0.5714405285582758,5733.667090014498,0.007153774312465613,0.12398942835759526,0.23569663325764068,0.24872992425417847,0.2934597779545606,0.09097046186355941,6962484.75,561946.5,1368803.25,1499091.0,1014126.25,1050854.5,1467662.5,1840844.75,1351370.5,791982.5,814330.75,1219187.25,944769.5,2867894.25,0.41190671907755344,0.26439479813582356,0.19409313607473253,0.11374997984735263,0.11695978939128017,0.17510806756165606,0.1356943008025978,커피-음료,208874542.5,0.003622590819079831,0.004999219665555428
11260600,중화1동,207218179,27792,27466,9421,0.4007806609609994,11~14,165,3467,5954,6133,5933,5814,1008854,19914203,41175811,43626431,49468917,46257741,0,32773579,82702688,68193840,23248368,299704,0.34300589820141264,7456.036953080023,0.0,0.1581597674400951,0.39910923066262444,0.32909197604714013,0.11219270486881366,0.001446320981326643,4844460.25,818981.75,590829.25,763172.25,694502.25,727124.75,1249850.5,1415637.75,1019293.0,527520.0,497301.25,728722.75,655986.0,1354001.5,0.2794948105931925,0.29221784821126356,0.21040383188199346,0.10889138784862565,0.10265359283317475,0.15042393009623725,0.13540951233937776,커피-음료,145333807.5,0.0001912287338924909,0.00023192982676410132
11260610,중화2동,543943676,57050,55925,23345,0.3263326037913342,11~14,608,9039,14306,8931,11159,11882,2857912,58607443,112605909,74050278,88739004,148873223,357780,103490034,177970949,134733043,78848232,48543638,0.41743406347787215,9534.507905346187,0.000657751925035709,0.19025873186178932,0.3271863555961261,0.2476966806394124,0.1449566112797311,0.0892438686979054,7723290.0,891268.5,999378.0,1193613.75,1130836.0,1290917.5,2217276.5,2066839.25,1556596.0,843412.0,871551.25,1334126.0,1050765.0,2192991.75,0.28394528109134837,0.26761124468976305,0.20154571432640753,0.10920372017624613,0.11284714804183191,0.1727406325542612,0.13605147547224045,커피-음료,231698700.0,0.0002462249464498506,0.0003548424961775012
11260620,묵1동,3413514170,526645,522990,231831,0.29014507300217207,11~14,5412,93605,138226,126621,102308,56818,31538989,562797131,850461010,811317762,678435788,385705770,14156,471097966,989732713,880405993,871350087,200913255,0.44327998623300635,6481.622668021153,4.14704591661326e-06,0.1380096705443001,0.2899453946019506,0.25791777890876605,0.25526482200013834,0.058858186898928265,6986751.25,1162402.25,919699.25,993008.0,1048929.75,1067449.5,1795262.25,1914842.75,1452486.5,767651.75,767371.0,1143060.75,941337.5,1912707.25,0.2737620363971023,0.2740676863227383,0.2078915432977523,0.10987248901984309,0.10983230582311056,0.16360404272300377,0.13473178968551372,커피-음료,209602537.5,0.002512588856420691,0.004040189631737946
11260630,묵2동,1039266029,196162,193660,79758,0.3372580428238227,11~14,1449,29325,50433,44964,38442,29047,5856764,152255109,248473879,244598361,207014291,152839349,0,165202585,350304920,301933286,204197331,17627907,0.4118455024269338,5297.998740836655,0.0,0.15896082464945074,0.3370695377554769,0.2905255031673897,0.1964822531498333,0.016961881277849408,5178414.0,643648.75,754079.5,792552.25,813099.75,865946.25,1309087.5,1403744.5,1037923.0,578160.0,588750.5,875459.5,694377.25,1546631.75,0.29866900367564275,0.2710761441630584,0.20043260349597386,0.11164808375691862,0.11369320799766106,0.1690593876812476,0.13409071773712955,커피-음료,155352420.0,0.0012626903398093186,0.0017189612200835785
11260655,망우본동,2608182498,460670,457379,185452,0.31083273513699894,11~14,3810,57510,127942,94549,87245,86323,19766640,279279627,653564452,515186843,495966346,601838849,3427075,506746794,810346903,709213834,503469519,74978373,0.40546680105557975,5661.715540408535,0.0013139705532982991,0.19429115653854065,0.3106940958393012,0.2719187919341678,0.19303462061649032,0.028747364518201746,11423050.5,1816478.75,1355434.0,1765001.5,1837133.0,1763379.0,2885625.25,2970055.25,2333562.25,1361494.5,1338139.75,1911415.0,1508384.0,3120435.5,0.2731700695886795,0.26000543812705723,0.20428538331332774,0.11918834640536694,0.11714381810708094,0.16732964631470376,0.13204738961803592,커피-음료,342691515.0,0.0013442702250739999,0.001981048265004463
11260660,망우3동,797079763,154866,153505,55268,0.32471673112815796,11~14,1789,14221,41047,32181,34688,29579,8914759,65574192,178991164,182235697,191614185,156280697,0,129904621,258388659,226450687,162291046,20044750,0.36004038956385787,5146.899661642969,0.0,0.16297568578466093,0.324169137135652,0.2841004094090895,0.20360703349082518,0.02514773417977242,3964733.75,469833.0,497364.75,577193.75,577470.0,710738.75,1132133.75,1243440.0,837827.0,407830.0,382448.0,561664.25,531525.0,1074558.5,0.271029170622113,0.3136250952538742,0.21131986479546072,0.10286441050423625,0.0964624673724938,0.1416650613676139,0.1340632268181943,커피-음료,118942012.5,0.0013020294237916985,0.0017144405508556925
11260680,신내1동,4510814487,551146,539979,218392,0.29193349711002825,11~14,21758,96431,121961,110139,114449,75241,140611392,655192878,949331349,944501193,921910982,688445296,103090723,421215536,1315066733,1170312146,1086216433,414912916,0.40444535806022086,8184.4275146694345,0.022854126077918663,0.0933790421250813,0.29153642580291733,0.2594458604699431,0.24080272778462414,0.09198181773951547,4955296.25,969045.75,477830.5,692439.0,748405.5,759789.75,1307785.25,1368197.25,984061.5,532206.0,549859.25,842343.75,678629.25,1170269.5,0.23616539576216053,0.27610806316574915,0.19858782408821674,0.10740144950970389,0.1109639509444062,0.16998857535510617,0.1369502882900291,커피-음료,148658887.5,0.0037074540867931627,0.006220561446174008
11260690,신내2동,1404697347,249972,246688,94670,0.31513900715255116,11~14,4105,31967,62703,60940,58987,27986,21787856,162502651,338811729,337680574,339146598,166599636,0,245160572,442990893,348021938,313534511,54989433,0.3837641068880529,5619.418762901445,0.0,0.1745291058772107,0.3153639422371601,0.24775581639935995,0.22320431633875648,0.03914681914751278,1695112.5,296966.75,165061.5,243304.25,266911.5,269152.75,453717.0,469061.25,354115.25,191948.75,188668.5,271667.0,219652.0,408365.75,0.24090775685979543,0.2767139349158242,0.20890368633350292,0.11323658459246805,0.11130146229232574,0.16026487917468604,0.12957960017402975,커피-음료,50853375.0,0.004915543953572403,0.007727549792475658
11290525,성북동,5287787161,438886,425763,180570,0.4060822344157805,11~14,7378,77207,103363,85676,91117,61022,32523241,626624154,1052507794,873512085,1093473517,790671149,27889274,314883041,1759602442,2035597731,1031400703,118413970,0.424109187505725,12048.201949936885,0.005274280743691227,0.05954911410247664,0.3327672594271424,0.38496211534638203,0.19505336950909852,0.022393860871209148,4200586.0,679270.0,674515.25,619821.0,641124.0,647184.75,938670.5,1068533.25,893841.0,518254.75,507780.75,695766.5,516410.75,1294336.25,0.30813230582590145,0.2543771868972567,0.21278959649915513,0.12337677409770922,0.12088331247116474,0.1656355803690247,0.12293778772771227,커피-음료,126017580.0,0.003482736297586416,0.004650259930524236
11290555,삼선동,4077289517,490741,486097,262452,0.31934855302868703,11~14,17945,163350,99102,71663,86329,47708,99112037,1189248421,852718129,613751201,737523534,475575151,2636598,344275847,1257026351,1269220382,1077374272,126756067,0.5399169301600298,8308.434626411896,0.000646654594677879,0.08443742971024346,0.30829950773888104,0.31129022766425246,0.26423786378376035,0.03108831650818482,10101068.0,1428170.5,2284731.5,1496128.75,1493624.0,1529934.75,1868478.5,2330448.5,1994983.75,1246267.75,1308350.5,1897065.25,1323953.75,3780860.25,0.3743030192450937,0.23071307905263086,0.19750225916705044,0.12337980003698619,0.12952595705721415,0.1878083832323473,0.13107066995291983,커피-음료,303032040.0,0.0016194360173927484,0.002313864946476136
11290575,동선동,32044978998,4641373,4623542,2520328,0.3365863183291271,17~21,219686,1492244,1028084,770219,798836,314473,1567716776,10679131453,6517991988,5068290553,5577817686,2336259679,169503214,2955616146,7588458425,7894925340,10798957309,2637518564,0.5451076252794935,6904.202484480346,0.005289540492773582,0.09223336193119261,0.23680647209890862,0.24637012058871188,0.3369937396330947,0.08230676525531858,7729481.75,1268583.25,2253347.75,1123802.25,974813.75,943583.5,1165352.0,1842130.75,1535347.5,961399.75,992831.25,1421422.5,976351.25,3377150.0,0.4369180378749196,0.23832526029316262,0.19863524485325293,0.12438088103384162,0.12844732442766943,0.18389622305531675,0.12631522805523152,커피-음료,231884452.5,0.020015887007344746,0.024876281282540998
11290580,돈암1동,13093618,642,594,144,0.5658872473596996,11~14,32,73,71,299,86,33,538144,695266,1057699,6048897,2303650,742468,684912,0,1472600,1350738,6452747,3132621,0.24242424242424243,20395.043613707167,0.05230884236885481,0.0,0.11246700491796843,0.10316002803808695,0.49281619488211736,0.23924792979297244,2278468.25,419718.75,276164.0,284611.25,320326.25,373795.5,603853.25,656433.0,478115.75,241002.0,243174.5,355524.75,304218.25,560775.25,0.2461194049993894,0.2881027637756199,0.20984086567807123,0.10577369247958579,0.10672718393157332,0.1560367365224422,0.13351875761270757,커피-음료,68354047.5,9.392274832006107e-06,8.559578904382817e-06
11290590,돈암2동,2688000000,549956,540590,157170,0.3296879129464286,11~14,4333,53171,103999,167898,135039,76150,18900336,215839882,475538299,852097707,639767783,399023966,0,545920722,876920056,852199943,388404432,24554847,0.2907378974823804,4887.663740371957,0.0,0.20309550669642856,0.3262351398809524,0.31703866927083335,0.14449569642857144,0.009134987723214286,2782877.75,628519.75,290537.0,345015.75,498124.0,442963.5,577717.0,827462.75,562807.25,272523.5,285330.0,445786.5,388967.75,635552.75,0.2283796871781378,0.29734067549320126,0.20223930066636955,0.09792866395227028,0.10253055492646057,0.16018903453448502,0.13977177042721334,커피-음료,83486332.5,0.0065873776405257715,0.008243218206513936
11290600,안암동,18530207819,3215905,3171802,1900333,0.34980140792447506,11~14,71536,1245645,654688,408783,568031,223119,393950082,6299210393,3510188472,2609842596,3254594711,1480612846,53350123,3087466266,6471824689,4359258737,3845634930,712673074,0.5991335524726953,5762.050750566325,0.0028790892968451926,0.16661800537575502,0.34925807374724077,0.2352514758377519,0.20753328659686524,0.038460069145541835,7634961.75,971161.5,3080183.75,990613.5,742228.5,788382.0,1062393.5,1739224.75,1587536.0,1074554.25,1031795.5,1281377.5,920473.75,4070797.25,0.5331784733564644,0.2277974411594138,0.20792979087288813,0.1407412748334987,0.13514088659317777,0.1678302448601003,0.12056036168092132,커피-음료,229048852.5,0.014040258071146635,0.015560694734510133
11290610,보문동,1448414575,176520,170362,84204,0.34719269049524126,11~14,1480,33558,50646,32768,32183,19727,9444478,245972071,373485682,277290528,287012913,175054759,0,220984861,502766906,338600784,310661114,75400910,0.4942651530270835,8205.38508384319,0.0,0.15257017211387838,0.34711533194838223,0.23377338908647755,0.21448355972253316,0.05205754712872866,5282001.75,675058.0,957977.25,837626.75,795368.5,829467.25,1186503.75,1474144.0,1125433.0,581811.25,575393.5,830579.0,694640.75,1795604.0,0.3399476344361302,0.2790881316917398,0.21306941066424295,0.11014976471751453,0.10893474240140114,0.15724701340736966,0.131510889787191,커피-음료,158460052.5,0.0011139716112362136,0.0015631508951862438
11290620,정릉1동,364893979,45737,45549,16813,0.3525905499261113,14~17,811,8865,7948,9429,7651,10845,3720304,49404882,50144811,59441422,124003966,75658962,0,40459295,112230807,126290080,85031040,882757,0.3691189707787218,7978.091676323327,0.0,0.11087959058924346,0.3075710026993896,0.3461007505415703,0.23302944113528384,0.0024192150345128055,4437720.75,941937.25,500328.5,533758.75,754249.75,684991.75,1022455.75,1231591.75,889774.25,469387.25,482557.0,752259.5,612152.5,1034087.25,0.23302215444719004,0.27752799677627304,0.20050253274724417,0.10577214665884509,0.10873983001296329,0.16951483483948376,0.13794299697654477,커피-음료,133131622.5,0.0003435472289838577,0.0005419594268600965
11290630,정릉2동,1427907304,181349,175167,67414,0.29797946205959414,17~21,2558,30451,36963,36715,37122,31358,13904807,162852045,242370065,273521915,308660971,305677990,507097,171395078,404768295,347772144,423243815,80220875,0.38485559494653676,7873.808534924372,0.00035513299678450273,0.1200323561059395,0.2834695878829961,0.2435537258096412,0.29640846700228096,0.05618073020235773,5622647.75,1019996.0,754054.5,775484.0,900285.75,877288.25,1295539.25,1702378.0,1160746.25,553766.5,545576.5,864302.75,795877.5,1529538.5,0.27203171317285524,0.30277159012851196,0.20644121801868168,0.09848856350640141,0.09703195438483586,0.1537181037172389,0.14154852578129226,커피-음료,168679432.5,0.001075110327988565,0.001469157744857899
11290640,정릉3동,2608906858,505677,498612,298532,0.4146900539013185,11~14,14815,243787,54745,55945,103551,25769,64646534,1033403712,323650370,302586327,550920631,143497198,0,485674090,1065741564,688961009,362476111,6054084,0.5987260635524215,5159.235753257514,0.0,0.1861599959043076,0.4085011930310929,0.26408033958259464,0.13893792715845588,0.0023205443235490165,2677771.5,393658.5,762545.5,295105.25,299203.75,351262.25,575997.5,735079.25,554995.75,301742.25,302288.25,430261.0,353406.0,1057650.75,0.39497423510557195,0.2745115668009761,0.207260309552178,0.11268409197722808,0.11288799287019076,0.16067875843775317,0.13197765380653279,커피-음료,80333145.0,0.006294749197233595,0.009408650886567864
11290650,정릉4동,1555442863,243450,240943,123943,0.39159868057642544,11~14,9117,85589,38354,37878,46809,23196,41520305,394608303,210029220,199647831,231605688,125264442,15344745,321069232,606120014,393972938,155288121,63647813,0.5144079720099775,6389.16764428014,0.009865193614636811,0.20641660303789636,0.38967681064862103,0.25328666669255856,0.09983531037616777,0.040919415630119485,3357450.75,582474.0,543335.5,401731.5,495962.0,510677.25,823270.25,1031497.75,698527.5,336426.5,331704.75,495899.75,463395.0,945067.0,0.2814835035182571,0.30722647234661593,0.20805294016598755,0.10020295904563901,0.0987966093024596,0.1477012730566487,0.1380198950051613,커피-음료,100723522.5,0.002417012371663233,0.004371577182711208
11290660,길음1동,550245527,93288,91541,26045,0.3539439831697958,14~17,4825,10638,15407,27299,21817,11555,18674711,55506853,99591605,171306598,122834424,57079922,0,73860218,163333376,194205123,110787743,8059067,0.2845173201079298,5898.352703455965,0.0,0.13423138285683875,0.2968372626134951,0.3529426655384697,0.20134237819983222,0.014646310791364234,6217286.75,1823487.75,609273.25,653034.0,1168348.0,896532.75,1066611.5,1701778.0,1242417.25,653042.0,691279.75,1072009.25,856761.0,1262307.25,0.20303185308285804,0.27371714840078754,0.1998327083755627,0.10503649361194414,0.1111867246592736,0.1724239677380169,0.13780303763534793,커피-음료,186518602.5,0.0005001538653497041,0.000687761768512909
11290685,길음2동,2699590738,480048,457116,184778,0.37062603554133217,11~14,3353,63744,121034,126581,100620,41784,18037009,285438260,624506705,657491176,557373459,257760285,25539619,667295693,1001539965,686011790,243466107,75737564,0.40422562325536626,5623.5850123321,0.00946055216462963,0.24718402075062978,0.37099696294779627,0.254116959412979,0.09018630252835014,0.028055202195615178,4976708.75,968043.25,574804.75,667330.0,910629.0,781753.25,1074148.0,1280368.25,983189.5,573954.0,610307.75,882951.0,645937.25,1242134.75,0.2495896007577297,0.25727208770254034,0.19755817537041925,0.11532802678075144,0.12263280426044622,0.17741665111505672,0.12979205383477585,커피-음료,149301262.5,0.0032152976603262145,0.004958613923865077
11290705,종암동,4387006390,723200,704155,321742,0.3852962200734981,11~14,6052,148424,173318,156407,160945,59009,30523106,735681939,947365939,891124215,994482960,390950711,1535519,646159694,1687973294,1108807141,862345351,80185391,0.45691928623669503,6066.1039684734515,0.00035001521846427034,0.14728943533633648,0.3847665455531739,0.2527480113836807,0.19656806358105167,0.018277928927292946,10952724.25,1979599.0,1850449.75,1384639.75,1629614.25,1650378.25,2458044.0,3003375.25,2253050.5,1226613.25,1248126.5,1779571.25,1441988.25,3235089.5,0.29536847875997607,0.27421262340280317,0.20570685872969002,0.11199161249768522,0.11395580419182014,0.16247749960472163,0.13165567004939432,커피-음료,328581727.5,0.0022009744896724364,0.0033151272424869027
11290715,월곡1동,1613229371,217063,213283,88612,0.4649669170921483,11~14,2805,28302,60310,58331,42949,20586,16597867,196922767,413874057,472829933,279833962,173060219,0,278202796,749691215,435220161,142673318,7441881,0.4154667741920359,7432.079032354662,0.0,0.17245086222769992,0.46471458335480553,0.2697819472070596,0.08843957379201473,0.0046130334184202,8189933.5,1739574.75,1038817.0,1041833.5,1311660.0,1269261.25,1788787.0,2019941.25,1653347.75,1029077.5,1050109.25,1407253.75,1030204.0,2080650.5,0.2540497428947378,0.24663707586880895,0.20187560130982748,0.12565150864778085,0.1282195087420429,0.17182724987937936,0.12578905555216047,커피-음료,245698005.0,0.0008834544667955281,0.0014196201300186327
11290725,월곡2동,3722563520,673669,666886,365552,0.36077998650434173,11~14,17021,236842,128710,104594,127657,52062,82749567,1179772211,713828017,597884930,730906258,313529703,23839612,554517563,1343963339,958822904,751652103,89767999,0.5481476594200508,5525.804987315729,0.006404084677647085,0.14896120912934752,0.3610316739470976,0.25757059586722647,0.20191787163916547,0.02411456473951585,6289909.25,954017.25,1137576.5,877261.25,867374.75,952548.0,1501131.75,1602758.0,1306434.5,754372.0,748948.25,1066016.0,811379.75,2014837.75,0.32032858820657867,0.2548141692187371,0.20770323514603967,0.11993368584769327,0.11907139200776228,0.1694803466361617,0.12899705190500166,커피-음료,188697277.5,0.003570104502435124,0.006047666451885104
11290760,장위1동,585224202,134177,134109,51882,0.2996061562232693,11~14,890,15427,36455,31598,36015,13724,3377314,65751020,146995044,126414832,164256204,77498146,2372733,113940020,172900143,153186740,132962558,9862008,0.38686441625841667,4361.583594803878,0.004054399992158903,0.19469464798381664,0.2954425712557937,0.2617573563712596,0.22719934948965081,0.016851674907320393,6552491.0,1133045.0,785500.75,879799.25,964996.5,1111739.25,1677408.75,2001052.5,1387996.25,679570.0,643133.5,950277.75,890462.25,1665300.0,0.25414762111081113,0.30538805776307054,0.211827265386553,0.10371170292336152,0.09815099326347797,0.145025418577454,0.1358967528532279,커피-음료,196574730.0,0.0006825750186710164,0.001038491563081727
11290770,장위2동,505587263,90584,86662,41640,0.3797625375608084,11~14,461,16254,25386,18789,15340,10432,2157501,69585999,126532000,94136065,96829409,59592517,0,80547529,191823752,143454091,84237129,5524762,0.4804874108605848,5581.419047513909,0.0,0.1593147907288163,0.37940780165579446,0.283737549377307,0.16661244292461536,0.010927415313466866,5577223.0,731216.0,759167.5,853251.5,835105.25,910327.25,1488154.5,1584121.75,1159705.75,603164.0,598449.75,882549.5,749232.0,1612419.0,0.2891078588752861,0.2840341420811038,0.20793605527338604,0.10814772871732042,0.10730246038216511,0.15824174504049776,0.13433782368035133,커피-음료,167316690.0,0.0005413924934804771,0.0008608184349105289
11290780,장위3동,472221548,92276,92044,26768,0.30038616007478386,11~14,691,9235,17533,30448,23532,10605,3999515,48018890,86382177,154975188,125607383,51195498,1703214,78174770,140777455,131989473,101971754,17604882,0.2908174351397158,5117.490441718323,0.003606811267324887,0.1655468081265957,0.29811738917089825,0.2795075183650874,0.21594049325339132,0.037280979816702475,3703049.25,576222.25,511661.75,542816.25,600201.5,586669.75,885477.75,988605.0,771281.5,417807.75,419758.0,609186.0,496410.5,1054478.0,0.28475937769393694,0.2669705243590806,0.20828280909307376,0.11282802949488181,0.11335469005711982,0.16450928920267532,0.13405452276930965,커피-음료,111091477.5,0.0008306307745344372,0.0008461690681708548
