행정동_코드,행정동_코드_명,당월_매출_금액,당월_매출_건수,총매출건수,2030_매출건수,피크타임_매출비중,시간대추천,연령대_10_매출_건수,연령대_20_매출_건수,연령대_30_매출_건수,연령대_40_매출_건수,연령대_50_매출_건수,연령대_60_이상_매출_건수,연령대_10_매출_금액,연령대_20_매출_금액,연령대_30_매출_금액,연령대_40_매출_금액,연령대_50_매출_금액,연령대_60_이상_매출_금액,시간대_00~06_매출_금액,시간대_06~11_매출_금액,시간대_11~14_매출_금액,시간대_14~17_매출_금액,시간대_17~21_매출_금액,시간대_21~24_매출_금액,2030_매출비율,객단가,새벽_매출비중,오전_매출비중,점심_매출비중,오후_매출비중,저녁_매출비중,심야_매출비중,총_유동인구_수,연령대_10_유동인구_수,연령대_20_유동인구_수,연령대_30_유동인구_수,연령대_40_유동인구_수,연령대_50_유동인구_수,연령대_60_이상_유동인구_수,시간대_00_06_유동인구_수,시간대_06_11_유동인구_수,시간대_11_14_유동인구_수,시간대_14_17_유동인구_수,시간대_17_21_유동인구_수,시간대_21_24_유동인구_수,2030_유동인구,2030_유동인구비율,새벽_유동인구비중,오전_유동인구비중,점심_유동인구비중,오후_유동인구비중,저녁_유동인구비중,심야_유동인구비중,업종명,월_유동인구추정,카페전환효율,2030_카페전환효율
11410615,연희동,17473140639,1671576,1636679,989211,0.3696571111252473,14~17,12814,496571,492640,245830,252878,135946,124899840,5004035545,5103969114,2584723629,2561414702,1449739106,19677072,1352363048,5482522521,6447504961,3831983400,339089637,0.6044013517617077,10453.09375044868,0.0011261325257166895,0.07739667847585051,0.3137685796887038,0.3689951963534928,0.21930707702581093,0.01940633593042529,8747067.0,1073817.0,2010061.75,1398511.0,1354869.25,1240536.5,1669270.75,2338019.75,1882979.5,1046914.0,1021493.0,1368184.0,1089475.75,3408572.75,0.3896817927655064,0.2672918533721075,0.21526981558504124,0.11968743351342799,0.1167812022018352,0.1564163164635643,0.12455326453998809,커피-음료,262412010.0,0.0063700438101137215,0.009673755679704944
11410620,홍제1동,817742946,90917,88025,34003,0.3301396525235599,11~14,1138,14535,19468,22036,19956,10892,7962819,109542501,175465202,190783030,182962531,108482507,0,80485454,268156414,249632556,204905832,14562690,0.3862879863675092,8994.389894079215,0.0,0.09842390496144983,0.3279226257000326,0.30527020406728156,0.2505748695262973,0.017808395744938654,5567056.0,844477.5,687461.0,762914.25,815718.5,914251.75,1542234.0,1550889.25,1162995.25,614805.75,613132.75,887519.25,737713.75,1450375.25,0.26052823072015086,0.27858337512681747,0.20890669143619175,0.11043642276995237,0.11013590486605487,0.1594234457134974,0.1325141600874861,커피-음료,167011680.0,0.0005443750999930064,0.0007814759203408451
11410640,홍제3동,993216196,141897,139427,64472,0.45257602014886095,11~14,3370,34712,29760,29196,23989,18400,13874977,170048729,212180604,240674423,189052288,133205926,3350123,186411172,449201026,250106333,102086570,2060972,0.4624068508968851,6999.557397267032,0.003373004803477852,0.18768438608908872,0.4522691311409102,0.2518145938490113,0.10278383539367898,0.0020750487238329327,3694885.5,512305.5,460210.25,508950.75,528652.25,622927.75,1061839.25,944238.0,749231.5,428373.75,438695.25,637912.75,496436.25,969161.0,0.26229797919313064,0.2555527092788126,0.20277529574326458,0.11593694851978498,0.11873040450103257,0.172647501526096,0.13435768171977183,커피-음료,110846565.0,0.0012801208589548986,0.002217450626538487
11410655,홍제2동,893120665,227984,226101,83896,0.31097589610262816,11~14,2891,30028,53868,43874,62959,32481,12254907,114330974,200239035,167773253,240731227,123120144,0,198618650,277703755,215371067,181428077,19999116,0.37105541328875147,3917.4708093550425,0.0,0.22238725155911604,0.31093643432827744,0.24114442251764492,0.20313949067565243,0.02239240091930915,2198254.25,310198.0,257237.75,326227.25,331801.0,374955.25,597835.75,589781.25,423153.25,228281.75,245263.75,395021.75,316753.0,583465.0,0.2654219820114075,0.26829528476972125,0.19249513562864715,0.10384683664321359,0.11157205769077895,0.17969793530479924,0.1440929774160564,커피-음료,65947627.5,0.003457046275091549,0.004792975299860888
11410660,홍은1동,710675830,146938,137122,42471,0.34986344333038266,11~14,986,12407,30064,34703,31673,27289,5396049,67625813,137603659,156066395,162293686,126631323,222086,110841889,244908245,182011718,139770253,32921639,0.30973147999591605,4836.569369393894,0.0003124997229749603,0.15596687592428746,0.34461316209389026,0.2561107474275578,0.19667230416433326,0.04632441066695627,3811727.0,533608.5,452621.0,545765.5,579714.0,646971.5,1053045.5,1080138.5,789149.5,398280.75,399974.75,616903.75,527280.25,998386.5,0.2619249752146468,0.283372471323366,0.20703200937527794,0.10448826739165738,0.10493268536807594,0.16184363413224503,0.13833106358351477,커피-음료,114351810.0,0.0012849643569262262,0.0014179879235145909
11410685,홍은2동,1608436531,266419,263873,118248,0.3183447029032388,11~14,11566,66688,51560,56501,55419,22139,58127653,349766344,306619617,365388921,333556236,145881892,3954719,276881824,510898535,445949376,303740168,67011909,0.4481246660325232,6037.24408169087,0.0024587348793559576,0.17214345649551777,0.3176367392516031,0.2772564334402077,0.18884187354981183,0.041662762383503714,4478564.0,746109.75,758081.25,567185.5,664921.5,687945.75,1054320.0,1265776.0,973826.75,507704.5,487559.5,665852.75,577845.0,1325266.75,0.2959133217701031,0.28262987868432826,0.2174417402542422,0.1133632342867044,0.10886514070134981,0.148675501790306,0.1290246159259977,커피-음료,134356920.0,0.0019829198228122524,0.002974193685912666
11410690,남가좌1동,108000000,12067,11502,4940,0.3583369259259259,11~14,21,763,4177,4499,1429,613,137004,6523695,33738036,39933308,14206304,5675831,0,18396618,38700388,28722666,21028766,1151562,0.429490523387237,8950.029004723627,0.0,0.17033905555555556,0.3583369259259259,0.2659506111111111,0.19471079629629628,0.01066261111111111,1288693.0,336862.5,123371.75,176032.5,231719.0,181154.25,239552.5,294396.25,261505.75,154472.5,171543.0,243681.5,163093.25,299404.25,0.23233171127646382,0.22844560341369125,0.20292323307413015,0.11986757125242396,0.13311393792004766,0.18909197147807896,0.1265571008766246,커피-음료,38660790.0,0.0003121250238290526,0.0005499810596097639
11410700,남가좌2동,3531387755,537441,535822,275241,0.2906719425936937,11~14,19469,163960,111281,105101,102688,33323,120051440,1002503361,706988593,731523783,671311498,239897448,21722535,392820499,979211460,1011093154,917587247,208952860,0.5136799160915378,6570.74498410058,0.006151274373436796,0.11123686387704541,0.2772880034523425,0.2863160955826557,0.2598375796316369,0.05917018308288267,6115267.5,1052285.25,1344791.25,821788.5,890031.5,796663.5,1209707.25,1602307.25,1269221.75,729525.75,717844.75,1003862.5,792505.0,2166579.75,0.3542902661249079,0.2620175241720824,0.20754966974053057,0.11929580349510467,0.11738566628524427,0.16415676010902222,0.12959449443544374,커피-음료,183458025.0,0.002929503901505535,0.0042346467975619174
11410720,북가좌2동,2101861117,351255,348609,141512,0.3254635259009348,11~14,1786,46499,95013,90712,66566,48033,8981552,290998517,551043311,509525060,399816050,309480855,3682380,301345243,683024741,555877514,488218786,69712453,0.4059332948948535,5983.861061052512,0.0017519616164058855,0.143370673049089,0.32496188043807844,0.2644691932801952,0.23227927956383618,0.03316701205239528,9577079.75,1519592.0,1299822.75,1405024.5,1539904.75,1484567.75,2328167.75,2676584.5,1915931.25,1017291.75,1050643.0,1595791.0,1320838.0,2704847.25,0.28242922901419926,0.27947814677015714,0.20005380554547433,0.10622149721578751,0.10970390008499198,0.1666260532079207,0.13791657107167768,커피-음료,287312392.5,0.001222554296887838,0.0017439308880258088
11440555,아현동,2564448532,369315,325955,169059,0.4018058409981853,11~14,1589,51430,117629,76092,49583,29632,9976007,281711825,660330681,514700197,328485967,228636280,12555885,554909333,1028167046,594558193,327094985,47163090,0.5186574833949471,6943.797387054412,0.0048961345269065435,0.21638544352739617,0.40093105132359114,0.23184641281777146,0.1275498341723007,0.018391123632033962,7831431.25,1614629.25,924346.5,1433564.0,1434673.75,1100079.25,1324138.0,1981492.25,1702479.0,977755.75,964248.0,1256587.75,948868.75,2357910.5,0.30108295977188076,0.25301789503674693,0.21739053126463953,0.12485019899778856,0.12312538656327986,0.16045441885223727,0.12116160120795288,커피-음료,234942937.5,0.0015719348873808987,0.0023899550046534847
11440565,공덕동,3509044599,538050,498915,235606,0.4521881110575049,11~14,2141,76576,159030,113684,94887,52597,11520989,373097853,862350618,686264169,606440227,342192729,5055475,689656069,1592932879,643276042,387829292,190294842,0.4722367537556498,6521.7816169500975,0.0014406984172958925,0.19653670665700193,0.4539505936897897,0.18331942608632545,0.11052275941734191,0.054229815732245126,12437463.5,1771125.0,1774788.25,2315394.0,2116904.0,1925758.75,2533493.0,3428066.75,2630152.75,1426201.0,1379847.5,1941933.5,1631260.25,4090182.25,0.3288598394680716,0.2756242661536253,0.21147018843512586,0.11466976365397977,0.11094283814380641,0.15613581499153747,0.13115698791799468,커피-음료,373123905.0,0.0014420142820921644,0.001920093739914238
11440585,도화동,10347181594,1727407,1579394,696989,0.37863591753669,11~14,9391,209167,487822,334689,296397,241928,47419556,1071832672,2686594647,1899393494,1739207663,1382299070,29489050,2117378682,3931463752,1953724738,1863384254,451741118,0.441301537171852,5990.007910121934,0.0028499596467022243,0.20463337409945528,0.3799550357055423,0.188817091905771,0.18008616521048756,0.04365837343204165,3969814.0,443125.5,550900.75,811575.75,717268.75,615745.25,831198.0,849859.0,786931.5,527393.25,536739.0,771846.25,497045.0,1362476.5,0.3432091528721497,0.21408030703705513,0.19822880870489146,0.13285087160254863,0.13520507509923638,0.19442881958701339,0.125206117969255,커피-음료,119094420.0,0.014504516668371197,0.017052012762544283
11440590,용강동,4987014239,666375,603813,283220,0.42919410915927286,11~14,2682,79578,203642,150187,107891,59833,12500010,407676089,1137212953,936993772,825276601,611845817,19808554,898354469,2139288246,973370601,493956542,462235827,0.46905250466617976,7483.79551903958,0.003972026758033084,0.18013874152886694,0.42897175413498956,0.1951810350545903,0.09904855256620414,0.092687889957316,5652901.0,1151945.0,586541.0,931468.25,1127362.25,847229.25,1008355.75,1432112.5,1159600.25,695845.75,698024.5,970460.5,696857.25,1518009.25,0.2685363232082076,0.25334116058285827,0.20513365615283197,0.12309533635915436,0.1234807579329622,0.1716747737135322,0.12327427103358081,커피-음료,169587030.0,0.003929398374392192,0.006219110105334777
11440600,대흥동,5840770919,1118190,1105082,588938,0.32833977976161943,11~14,28347,326962,261976,191430,208201,88166,120306657,1533605051,1376665282,1054958969,1041795463,469316505,10039337,1021052510,1909886233,1583036833,1166582854,150173152,0.532936017417712,5223.415447285345,0.001718837656745291,0.174814681856212,0.32699214872255117,0.27103217279937974,0.1997309721915495,0.02571118677356228,7056837.0,1000777.25,2173675.75,1115090.0,1013425.0,794348.25,959521.5,1574440.75,1463387.25,934828.0,950163.5,1279610.75,854406.75,3288765.75,0.46603963645468927,0.22310856124351464,0.20737155328938447,0.1324712473874627,0.1346443881302629,0.18132922015911662,0.12107502979025872,커피-음료,211705110.0,0.005281828105141156,0.005969189707922088
11440610,염리동,5420246882,507576,472351,239659,0.4002272531026967,11~14,12188,79291,160368,113652,78123,28729,53063548,745044067,1663741864,1168753938,710018128,301575937,0,767428711,2165758044,1057873441,1096805537,332381149,0.507374812374696,10678.690249341971,0.0,0.1415855638510748,0.39956815457838774,0.19517071159859392,0.20235342796697356,0.06132214200497002,5634695.0,1104739.5,725371.5,959865.0,1155647.25,798666.75,890404.75,1530050.25,1164310.5,649957.25,640481.5,900656.5,749239.25,1685236.5,0.29908211535850654,0.27154091747645615,0.20663239092799165,0.1153491448960414,0.11366746558598113,0.15984121589544775,0.13296890958605567,커피-음료,169040850.0,0.0030026824876945423,0.004740363345639222
11440630,신수동,3572595283,411656,385649,137751,0.39016566603919967,11~14,1735,45872,91879,126314,69645,50204,13066909,383706840,753336993,932390857,651008946,528196247,0,625036327,1394274015,900544254,550563597,102177090,0.357192680390718,8678.5939789533,0.0,0.17495301804103064,0.3902692313441091,0.25207004506925,0.15410746345096152,0.028600242094648703,4878931.5,882252.75,842133.5,738133.0,807548.75,704923.75,903940.5,1253942.5,1022397.75,592398.5,588606.25,810601.0,610986.25,1580266.5,0.3238960210857644,0.2570117043045183,0.20955361845108914,0.12141972069089307,0.12064245009383714,0.1661431401527158,0.12522952002912932,커피-음료,146367945.0,0.0028124737284519505,0.002905649142090907
11440655,서강동,15268186430,1668711,1634711,1185982,0.3035816145055816,11~14,58339,799820,386162,158753,165931,65706,431354151,6105145850,3986868571,1504179748,1497381724,710643115,391256227,1026758296,4341741393,4158257928,4180780481,1169392105,0.7254994919591292,9149.68884965701,0.02562558616858597,0.06724821580528736,0.2843652330881317,0.272347861814784,0.27382299136623783,0.07659011175697308,6171295.25,948576.5,1515605.5,1050119.5,954553.25,738395.5,964045.0,1559642.25,1249708.5,753180.25,776588.0,1057409.5,774767.0,2565725.0,0.4157514583344558,0.25272526865409656,0.2025034371836285,0.12204573261990666,0.1258387370139194,0.17134320384363397,0.1255436611949493,커피-음료,185138857.5,0.009013294251316206,0.01540801657751058
11440660,서교동,115888550757,12736314,12334754,8628933,0.30592481622333917,14~17,457378,5276981,3351952,1482444,1311435,454564,4313898155,47278058287,29677220819,13726097083,10753399836,4149565976,1593871299,7169463372,29018676533,35435676202,34449575056,8221288295,0.6995626341635999,9099.065142159654,0.013753483744413169,0.0618651568698381,0.2504015827572785,0.3057737452969191,0.2972646981170325,0.0709413332145187,17272745.25,1895207.5,5820435.5,3577192.0,2588774.75,1681196.25,1709938.5,2880877.25,2830333.5,2578995.0,2994859.5,3936170.5,2051509.25,9397627.5,0.5440726047875916,0.16678745667252864,0.16386124261283827,0.14931008144174418,0.17338642217281586,0.22788331808459922,0.11877146454180466,커피-음료,518182357.5,0.024578825997563995,0.030606778146931232
11440680,합정동,16914820434,2113709,2027287,1387730,0.2812091333449554,11~14,20931,626786,760944,289442,220086,109098,162888133,4988941298,5549025549,2292352997,1704427110,812727750,223748834,1934392911,4743108400,4508652000,4193775367,1311142922,0.6845256739672281,8002.435734531102,0.01322797571946131,0.11436083040596351,0.2804113953504356,0.2665503909776829,0.24793496232275758,0.07751444522369914,4485020.5,423917.5,1018213.0,1096233.75,769825.75,544175.75,632653.75,972002.0,869630.75,612527.25,618637.75,858896.5,553326.5,2114446.75,0.471446395841446,0.21672186336717972,0.19389671686004556,0.13657178378560367,0.13793420788154703,0.19150336102142676,0.12337212282530258,커피-음료,134550615.0,0.01570939679465605,0.021876959855653338
11440690,망원1동,7330770210,940039,922130,581853,0.3219301692647343,14~17,10881,275111,306742,140839,129544,59013,89155359,2494610468,2293165243,1000138480,854096326,349587276,82832834,551437560,2175816837,2348320728,1781651665,390710586,0.6309880385628924,7798.368163448537,0.011299335762428706,0.07522232237586397,0.29680603465539535,0.32033751716792663,0.24303744544735906,0.053297344591026266,6750778.0,660955.75,1293250.75,1492389.25,1170363.5,873886.25,1259932.0,1927679.5,1317529.25,723016.0,754135.0,1107460.0,920958.0,2785640.0,0.41263984684431926,0.28554923595473,0.19516702371193365,0.10710113708375538,0.1117108279964176,0.16404923995426898,0.13642249826612576,커피-음료,202523340.0,0.004641632910063601,0.006962529257190448
11440700,망원2동,2502866634,341250,331453,171567,0.31818358449441986,14~17,3125,67518,104049,64190,65335,27236,19901440,530631520,734562301,433839604,445582783,215092860,15871637,235466394,761044661,790760576,557107352,142616014,0.5176208994940459,7334.407718681318,0.006341383429861169,0.09407868194066947,0.3040692023544711,0.3159419544205726,0.22258770980124065,0.05698106805318497,5620799.5,779107.75,791677.25,1018263.5,1001719.0,882772.0,1147260.5,1622062.0,1142596.5,592131.75,600601.75,900156.75,763250.5,1809940.75,0.3220077054874489,0.28858207804779373,0.20328006718617164,0.10534653477676975,0.10685343784278376,0.16014745767039013,0.1357903799984326,커피-음료,168623985.0,0.0020237334564237705,0.0031597166923834387
11440710,연남동,17777956419,1485996,1446991,1056001,0.38149249529458046,14~17,33774,544260,511741,190110,126766,40340,462687776,7239534463,5283008750,1969589007,1638153812,568612027,52576756,843419986,4424257447,6777669920,5141818038,538214272,0.729790993862436,11963.663710400297,0.0029574128072340842,0.04744189748933145,0.2488619806870278,0.381240102082624,0.289224358346651,0.03027424858713172,6489017.0,631894.0,1646494.75,1450651.5,1084678.0,745163.75,930135.25,1594071.75,1234580.5,792976.5,853127.25,1193366.5,820893.75,3097146.25,0.4772905125691611,0.24565689225348,0.19025693722177026,0.12220286986457271,0.13147249421599605,0.1839055900146355,0.12650510084963562,커피-음료,194670510.0,0.00763339038871373,0.01136531196527556
11440720,성산1동,3153602967,414848,384886,190200,0.4154537507157655,11~14,4559,64649,125551,99857,64255,26015,22132265,437215776,857888417,715148914,450250769,217642903,1865091,471649140,1308699007,945176349,390979966,35233414,0.49417230036946,7601.827577811632,0.0005914159199863538,0.14955882047786012,0.41498534238282886,0.29971317216863846,0.12397881727386136,0.011172431776824872,5936728.75,819454.75,949666.25,1166079.5,1155479.25,859042.5,987006.75,1583586.25,1252875.5,697719.75,690216.75,949992.5,762338.5,2115745.75,0.3563824185162578,0.2667439117881207,0.21103802325481016,0.11752596074058462,0.11626213341817242,0.16001952253587465,0.1284105324839037,커피-음료,178101862.5,0.0023292737884759627,0.002996579338514564
11440730,성산2동,5270960753,825027,806068,382343,0.4037604101936284,11~14,5757,133117,249226,185148,147192,85628,26726885,626647057,1303585916,1105008243,809707293,530159282,0,781682860,2218979628,1379162493,812786207,78349565,0.47433094974617523,6388.8342478488585,0.0,0.1482998824370112,0.4209820053653509,0.261652961884613,0.1542007700469782,0.014864380266046728,6489677.0,1025072.25,1037866.5,1168534.0,1108863.5,947821.5,1201519.0,1940064.25,1366141.5,662920.75,653172.0,980287.75,887091.0,2206400.5,0.3399861811304322,0.2989461956273016,0.21050993755159156,0.10215003766751411,0.10064784426097015,0.15105339603188264,0.1366926273834584,커피-음료,194690310.0,0.004237637712940104,0.005776270748065307
11440740,상암동,26256902225,3416461,2816318,1635810,0.44118394637381053,11~14,10830,541134,1094676,639627,405801,124250,55358229,2962846808,6482557272,4046259948,2526366818,799802192,93271941,5962112458,11563617326,4912325480,2955723037,769851983,0.5808328462907952,7685.409616852058,0.003552282756005883,0.2270683878436844,0.4404029548843704,0.1870870157456284,0.11256937363257444,0.029319985137736482,5268329.25,782910.75,825816.25,1060611.25,1075553.25,761630.0,761808.0,1148015.0,1151177.0,760807.75,735068.5,874359.0,598902.0,1886427.5,0.3580694012243065,0.2179087421311035,0.21850893240964392,0.14441157981916183,0.13952592275814957,0.1659651397072421,0.11367968317469908,커피-음료,158049877.5,0.021616347029436957,0.028904900930462475
11470510,목1동,15896521184,2787242,2703761,957577,0.2993429379608712,11~14,113490,433037,524540,797530,677033,158131,525978139,2342041401,3026459417,4388289836,3582262152,976091348,146497507,2601919123,4753476275,3720967978,3740734987,932925314,0.3541648096854715,5703.31574509856,0.009215696019544901,0.16367852392879872,0.2990261969885851,0.23407435720874512,0.2353178373872823,0.05868738846704386,4570164.25,1330403.0,483657.25,517892.75,897594.0,651752.0,688865.0,861360.25,883529.25,646697.5,687471.5,942739.75,548364.5,1001550.0,0.21914967279348876,0.18847468118897479,0.1933254915291064,0.1415042139896832,0.1504259939891657,0.20628137161591073,0.11998791947138443,커피-음료,137104927.5,0.020329262053692416,0.03186983508894547
11470520,목2동,1507837606,237304,232978,137258,0.2289818787745938,11~14,1370,38029,99229,38216,35999,20135,15231238,312261084,570889588,236459908,225130264,111384150,177029991,188936049,344419109,256673530,301623878,239155049,0.5891457562516632,6354.0336698917845,0.11740653654979871,0.12530265079487612,0.22841923270084563,0.1702262425201776,0.20003737590823822,0.1586079615260637,6469867.75,1094642.25,847136.75,1137337.75,1032477.75,950953.25,1407320.5,1959794.0,1361486.0,636968.25,627927.0,983646.5,900046.75,1984474.5,0.3067256668422627,0.302910982994977,0.21043490417559155,0.09845151007916661,0.09705407038652375,0.15203502420895698,0.1391136240767827,커피-음료,194096032.5,0.0012226112865032417,0.00230553059092806
11470530,목3동,2089193972,465632,464978,214134,0.3044541652447917,11~14,7137,76055,138079,99196,87208,57303,31185887,331708139,612105419,449857817,394745715,258434195,0,332771487,636478251,548711737,512375327,58857170,0.46052501408668794,4486.792084736444,0.0,0.15928223585741802,0.30465254042002377,0.2626427916000133,0.24525024189568168,0.028172190226863243,4930660.0,808259.25,583422.25,828195.25,780722.25,737285.75,1192773.75,1376988.75,987835.0,528650.25,524007.75,812533.75,700644.5,1411617.5,0.28629382273367054,0.27927067573103803,0.200345389866671,0.10721693444690975,0.10627537692722679,0.16479208665776995,0.1420995363703845,커피-음료,147919800.0,0.003147867966289841,0.005056468908893521
11470540,목4동,370866453,62898,61365,25541,0.35398041117366774,11~14,808,7501,18040,14721,14959,5336,3888106,54588274,105902188,86261041,73484895,32336246,0,48375220,131508642,105340635,77583577,8058379,0.41621445449360384,5896.315510827053,0.0,0.130438381818266,0.35459837614377054,0.28403926574615257,0.20919545667291725,0.02172851961889365,5545375.5,1285796.25,683044.25,657036.25,899800.0,947083.25,1072615.5,1695723.5,1145699.5,560800.5,552139.0,825229.75,765782.5,1340080.5,0.2416573052627365,0.30579056368680535,0.2066044941411091,0.10112940052481567,0.09956746842481631,0.14881404334115877,0.1380938946334653,커피-음료,166361265.0,0.0003780807990369633,0.0006353100926897053
11470550,목5동,4085951552,879890,869272,221710,0.2867816726491088,11~14,50648,95221,126489,318067,206107,72740,207872796,398835430,583079035,1517659128,960838604,345627904,0,623666963,1171478875,1093510373,1001628645,195666696,0.2550525037042491,4643.707227039744,0.0,0.15263689621937054,0.28670894896602045,0.26762685731423963,0.24513962837119807,0.047887669129171306,4744095.0,1592729.25,395690.0,395715.75,918879.0,649365.25,791716.75,1238749.0,945309.5,528411.5,558015.0,834314.0,639296.5,791405.75,0.16681911934731491,0.2611138689254747,0.19926023825408218,0.11138299296283063,0.11762306614854888,0.17586367895246618,0.1347562601507769,커피-음료,142322850.0,0.006182352306744841,0.009338235580589771
11470560,신월1동,517867138,90396,89722,35196,0.31343970836539375,11~14,219,10584,24612,24558,16823,12926,1361240,52600642,128368233,143424648,86821709,93473300,82180,68964828,158005628,158044683,117375728,15394091,0.3922783709681015,5728.872273109429,0.00015868935093541308,0.13317089063874912,0.30510842725069764,0.3051838423468376,0.22665220360053046,0.029725946812249746,3901348.75,516213.25,414381.25,580854.25,642082.5,619883.5,1127935.0,1132633.5,795763.5,417921.25,417393.5,610332.75,527305.25,995235.5,0.2551003675331512,0.2903184443585055,0.2039713829736447,0.10712224842754701,0.10698697469689168,0.15644147424656665,0.13515973161845632,커피-음료,117040462.5,0.0007723482808349292,0.0011788164710764438
11470570,신월2동,562358765,57742,57105,21620,0.26171513158138665,11~14,118,5874,15746,16455,12741,6171,1574577,58808637,154970522,163331288,118340631,54035883,1725481,55165541,147377337,120692355,120225885,117172166,0.3786008230452675,9739.16326071144,0.003068292178214738,0.09809670344517525,0.2620699563560639,0.21461807392652624,0.2137885856549244,0.20835838843909546,3533258.75,733207.5,346861.25,500838.0,590147.25,504481.75,857723.25,1029483.75,723896.75,372914.25,371947.25,550421.5,484595.0,847699.25,0.23991994642339737,0.29136947584153017,0.20488076340290673,0.10554399674238407,0.10527031172002334,0.1557829581544233,0.13715242338252187,커피-음료,105997762.5,0.0005447473478508568,0.0008501442777809072
11470580,신월3동,782006847,165417,164857,61881,0.285192054254499,11~14,1251,15673,46208,40226,39892,21607,5942446,79581527,208331294,173093222,175744030,129777630,10156,148045122,222467056,201192956,182205283,28086274,0.3753616770898415,4727.487785415042,1.2987098564368452e-05,0.18931435519771095,0.2844822354861044,0.2572777422241675,0.23299704305530206,0.035915636938150745,2642979.25,410789.25,267753.0,366970.0,419754.75,440856.25,736856.0,743764.25,562976.75,301159.25,292217.75,399278.5,343583.25,634723.0,0.24015436367879164,0.28141130884777094,0.21300838816649809,0.11394688399464355,0.11056377003338183,0.15107137144568955,0.12999846669246456,커피-음료,79289377.5,0.0020862441504222932,0.0032497640703109862
11470590,신월4동,827406471,164080,163789,55291,0.3208192532954548,11~14,1922,15473,39818,49786,33886,22904,9004386,80175553,190298212,241703996,169799853,121503748,0,138185430,265027446,218571719,183278094,22343782,0.3375745623943,5042.701554119942,0.0,0.16701033270018986,0.3203110626868665,0.2641648653482673,0.22150913779836753,0.027004601466308814,3305206.75,766127.0,294953.25,405299.0,546347.0,476317.0,816163.25,990297.75,670460.0,337376.0,336720.25,513584.25,456768.0,700252.25,0.21186337284346887,0.29961748988924825,0.20284964019270504,0.10207409869291838,0.10187569960638619,0.15538642174199843,0.13819649860027666,커피-음료,99156202.5,0.0016547628475384584,0.00263195631764601
11470600,신월5동,1323534812,285427,279011,98975,0.3020453507987323,11~14,2935,31963,67012,59322,60280,57499,10792223,135132833,265534053,260840231,256272303,289632878,7705449,323819601,397863247,326591682,215285869,52268964,0.35473511797025925,4637.03438006916,0.005821871045731134,0.24466270026602066,0.3006065600940159,0.24675715292028147,0.1626597706747739,0.039491944999176944,2767750.0,497498.5,314494.75,414738.0,432112.5,403535.5,705372.5,732234.5,591161.0,339761.75,319953.25,435174.25,349466.5,729232.75,0.26347493451359405,0.26455947972179567,0.21358901634901997,0.12275738415680607,0.11560048776081655,0.1572303314967031,0.12626375214524432,커피-음료,83032500.0,0.0034375334959202723,0.004524161410285902
11470610,신월6동,222602994,42564,42546,15461,0.2868845034275021,11~14,537,4859,10602,11489,10517,4542,3517219,28249646,54239779,61571560,50860938,23550331,0,34282573,63676875,59694012,57718382,7231152,0.36339491374042215,5229.841979137299,0.0,0.1540076904805692,0.28605578862968933,0.2681635629752581,0.25928843526695783,0.03248452264752558,885727.5,145134.5,81387.5,134164.5,151837.0,145974.5,227229.25,201275.5,182457.0,110949.0,115572.75,161061.75,114411.5,215552.0,0.24336153049329506,0.2272431419369953,0.20599676537083922,0.1252631311548981,0.13048341617483933,0.1818411983369603,0.12917234702546776,커피-음료,26571825.0,0.0016018470692171125,0.0023909157264449723
11470611,신월7동,425679503,75542,75355,20534,0.32466288073587096,11~14,380,5908,14626,13431,18750,22260,1894678,38501466,81826460,77119700,100329078,121589295,5579494,70276654,137913418,106860573,85872794,19176570,0.272496848251609,5635.004408143814,0.01310726488045162,0.16509287739889134,0.3239841642081602,0.2510352794693993,0.20173109908935408,0.0450493149537435,2039471.75,317218.25,198979.25,277258.25,288298.25,335562.25,622156.0,529016.75,411904.0,229777.5,230891.5,354830.75,283051.0,476237.5,0.233510221458081,0.25938910406579546,0.20196602380003548,0.11266520362441892,0.11321142349728551,0.17398169403425176,0.13878642839745145,커피-음료,61184152.5,0.0012346661171779734,0.001437238072740317
11470620,신정1동,1519737232,174709,168518,55018,0.4339451964816683,11~14,2199,17077,37941,49836,40829,20636,10616011,119470090,321470018,441031943,356532844,215998583,0,230763275,659211506,339772823,279387748,10601880,0.32648144411872915,8698.677412153924,0.0,0.15184419394418047,0.4337667671222784,0.22357340193136757,0.1838395099607588,0.006976127041414749,3083216.0,763948.0,312783.5,353168.5,567336.25,464008.75,621970.75,758051.5,610284.0,369112.75,381895.0,558761.75,405111.0,665952.0,0.2159926518284804,0.24586389665855393,0.19793747826944333,0.11971679895278177,0.12386255131006066,0.1812269234461679,0.1313923513629924,커피-음료,92496480.0,0.0018888178231214854,0.0027538521294828058
